Category,Track_ID,Track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
R&B,0Q8lD6ToIx3Hom49iIIsai,Trash,0.705,0.574,7.0,-7.582000000000001,0.0,0.081,0.273,0.0,0.0894,0.317,82.007
R&B,3AGFktR7cI8cUdaMQgZzFQ,Trash,0.4479999999999999,0.952,9.0,-6.803999999999999,1.0,0.0941,0.402,0.0,0.0373,0.3279999999999999,116.123
R&B,2z22APXN4OBgXHXE3todUT,TODAY,0.395,0.4479999999999999,5.0,-6.733,1.0,0.0366,0.735,0.0,0.147,0.1939999999999999,120.359
R&B,1PRmYyd7be6cYvbZOGmNAz,Everywhere,0.594,0.866,7.0,-4.303999999999999,1.0,0.105,0.0023,1.2e-05,0.105,0.166,131.93
R&B,36nkaOj8Hm5xuBnZbKOs4p,Everywhere,0.565,0.747,6.0,-6.66,1.0,0.0412,0.3389999999999999,1.23e-05,0.0747,0.6629999999999999,97.954
R&B,202kPQJh72tMSIAmNU8j2N,Everywhere,0.737,0.552,4.0,-10.182,1.0,0.104,0.104,0.0,0.302,0.5489999999999999,149.955
R&B,1LaqQwmSqnRiNHH7B5Duvk,Everywhere,0.713,0.573,0.0,-6.11,1.0,0.0383,0.0171,1.47e-06,0.312,0.534,123.97
R&B,7Lr4XaxGpkAwa37IVgg22k,Back To Life,0.467,0.701,4.0,-4.997,1.0,0.0302,0.191,0.0,0.0769,0.28,132.041
R&B,635CQlzpHllGSzEGsW690R,Back To Life,0.648,0.513,9.0,-6.089,0.0,0.0389,0.358,0.0,0.0973,0.506,92.079
R&B,65Jn5Qjcm56z4MgJlvxbuv,Fake,0.752,0.894,11.0,-4.508,0.0,0.114,0.555,0.0,0.1969999999999999,0.7190000000000001,139.929
R&B,23NrK2UxRqdPOo7Vrjbjh8,Fake,0.631,0.484,1.0,-9.079,1.0,0.18,0.0362,0.000132,0.114,0.109,161.865
R&B,4DkySQABKxdS7HzyQX9izb,Fake,0.657,0.723,7.0,-7.158,1.0,0.0404,0.0357,0.0,0.0696,0.507,118.024
R&B,3oGAvOSvRw9yYa7gaRPeYA,Fake,0.589,0.8290000000000001,6.0,-4.963,0.0,0.158,0.478,0.0,0.1009999999999999,0.386,119.864
R&B,4Xc169q96Jad1j67n3IP1S,Fake,0.493,0.998,4.0,-3.487,0.0,0.109,0.000958,1.86e-06,0.252,0.437,74.99
R&B,5J1dJmSzuKiZUrWgFdoCUz,Funky Sensation,0.735,0.48,4.0,-15.147,0.0,0.0676,0.064,0.000521,0.0573,0.866,99.382
R&B,4cFSYoHgLG90GQTf3TIdGc,Funky Sensation,0.6779999999999999,0.795,4.0,-6.309,0.0,0.131,0.0101,0.0159,0.0981,0.648,118.006
R&B,2Wu7zJOBCncuHRSEajwHik,Girls Just Want to Have Fun,0.894,0.532,7.0,-11.46,1.0,0.122,0.0616,8.240000000000001e-05,0.0909,0.672,114.897
R&B,5HUATXN3sPKF3GfQXN2ATg,On and On,0.5429999999999999,0.607,7.0,-8.715,1.0,0.0295,0.527,0.0148,0.0646,0.389,149.721
R&B,3DRzaekcTGCPdatiuc2Zbx,No Label,0.901,0.6859999999999999,5.0,-7.117000000000001,0.0,0.0845,0.203,0.0,0.152,0.585,120.071
R&B,3JUsu7xytJHPATvlbNBeOM,Because Of You,0.7240000000000001,0.7859999999999999,7.0,-4.959,1.0,0.0679,0.209,0.0,0.21,0.5379999999999999,121.114
R&B,3AtFxtHn0pYxaJ4TW551bl,Spotlight,0.8590000000000001,0.515,4.0,-9.044,1.0,0.0741,0.0185,0.0,0.0617,0.841,122.975
R&B,1VLJS6hjrzQHH8f1ciW2wF,Spotlight,0.644,0.927,7.0,-2.4290000000000003,1.0,0.118,0.0404,0.0,0.248,0.272,102.999
R&B,48Dw7SrfNs81WBIpEysOkd,Spotlight,0.75,0.848,10.0,-4.934,0.0,0.095,0.0314,0.0,0.0734,0.684,111.956
R&B,54Ossffxw4q6nzdjSF1Mti,Spotlight,0.618,0.638,1.0,-6.807,1.0,0.0343,0.00535,0.0,0.181,0.368,125.012
R&B,6GmPOMunOh09HEqjrACAT9,Spotlight,0.4589999999999999,0.521,11.0,-13.787,1.0,0.209,0.373,0.0,0.119,0.405,132.856
R&B,6YobhoXBNMa2RgiofR8g3S,Spotlight,0.435,0.691,10.0,-6.55,1.0,0.0334,0.000352,0.0,0.149,0.386,172.00099999999998
R&B,0PpAHlPl5iHHJjR8BPowFQ,Wish I Didn't Miss You,0.8240000000000001,0.759,7.0,-6.52,0.0,0.0347,0.171,0.000183,0.1009999999999999,0.818,123.941
R&B,4NfMqWe7klsHl7DtOtTOZe,Take You Down,0.728,0.594,5.0,-8.443,1.0,0.157,0.362,0.0,0.12,0.805,92.053
R&B,1Pw1HQPb3tWjVC6eOxJuCe,When I See U,0.569,0.596,8.0,-6.486000000000001,1.0,0.171,0.457,8.99e-05,0.205,0.757,93.134
R&B,1XM1baOfBh7hDp2VO3QQhI,Sexy Love,0.7759999999999999,0.314,1.0,-10.922,1.0,0.052,0.703,1.22e-06,0.0898,0.428,91.995
R&B,3Z4zXWGFCHgKbq6kZSbOru,Knock You Down,0.6609999999999999,0.6659999999999999,5.0,-10.87,1.0,0.0686,0.0069999999999999,0.0,0.0797,0.163,160.001
R&B,0HHhMrsO2J4aLteizjbsCp,Officially Missing You,0.665,0.356,1.0,-8.966000000000001,0.0,0.0405,0.504,0.0,0.0856,0.319,93.945
R&B,3G74znHq1U8CqX67NaWEKk,Burn,0.581,0.623,11.0,-5.997999999999999,0.0,0.261,0.0872,0.0,0.126,0.282,129.049
R&B,4lTgqzv3dCfz22k9smfUQM,Burn,0.551,0.963,10.0,-4.524,1.0,0.0664,0.0174,7.879999999999999e-05,0.0841,0.769,138.006
R&B,3zYvxKKjKpF8swPtMC2EwL,Burn,0.357,0.172,6.0,-14.027,1.0,0.0457,0.928,7.98e-06,0.108,0.422,183.346
R&B,68BSA5lObZo0IiOvYUQXmg,Burn,0.557,0.797,7.0,-4.757,1.0,0.0784,0.1009999999999999,0.0,0.142,0.823,103.076
R&B,7fTfQL7scF7LhdgOHTnsNt,Burn,0.5920000000000001,0.59,8.0,-7.507000000000001,1.0,0.0435,0.17,5.5e-06,0.315,0.209,91.094
R&B,4KAJHL1c9AGKDxRQFtm0wd,Burn,0.431,0.379,2.0,-8.042,1.0,0.0575,0.635,0.0,0.185,0.293,140.079
R&B,6yhTvcGPL7hMoM3zd3xmdx,Burn,0.541,0.941,1.0,-5.457999999999999,0.0,0.0426,4.4e-05,0.0004769999999999,0.0625,0.512,144.086
R&B,37RgcA3SjfoHZPQtUwURmP,Burn,0.3,0.331,11.0,-10.253,0.0,0.0631,0.474,0.0146,0.1169999999999999,0.0966,82.301
R&B,6bBrTBMMulm1rtmUwcfESa,Burn,0.787,0.531,9.0,-6.944,0.0,0.0541,0.00202,1.07e-05,0.111,0.903,99.999
R&B,7I81Qea4UXABMWEEXDlEEw,Burn,0.4539999999999999,0.93,3.0,-3.582,0.0,0.135,0.00278,1.05e-06,0.153,0.2319999999999999,123.966
R&B,7ykMO4py7Nvrgf2vUHBkzr,I Wanna Know,0.432,0.85,10.0,-4.417,1.0,0.0771,0.501,6.59e-06,0.203,0.109,82.60700000000001
R&B,5GV7vbHbXS8bHospqD5VUY,Girl,0.7709999999999999,0.726,11.0,-7.147,0.0,0.0404,0.385,0.000305,0.111,0.146,118.112
R&B,5ivWE6sPYcfXZVoWYengDm,Girl,0.7120000000000001,0.604,7.0,-5.757999999999999,1.0,0.0356,0.0142,5.58e-06,0.311,0.563,117.996
R&B,5NydIQFAlY8NMkam4HgXJl,U Got It Bad,0.8220000000000001,0.491,1.0,-4.7780000000000005,1.0,0.03,0.0232,1.83e-06,0.0637,0.648,123.978
R&B,1vGDY6oOEV9u0MbbROpkvp,How You Gonna Act Like That,0.733,0.521,3.0,-3.657,0.0,0.0457,0.107,0.0,0.0692,0.525,112.913
R&B,5iLAaTymorlspvZM6hs3KV,Say Yes,0.4379999999999999,0.384,1.0,-5.066,0.0,0.0839,0.629,0.0,0.109,0.0752,80.47800000000001
R&B,716rQWD3sJdVmJi6tPa6aw,Say Yes,0.7809999999999999,0.539,10.0,-6.272,0.0,0.0822,0.0441,0.0,0.155,0.315,109.993
R&B,442qaO7QF52tAFAxwwRXC2,Porcelain,0.725,0.486,10.0,-7.803,0.0,0.0315,0.126,9.31e-05,0.103,0.2739999999999999,96.002
R&B,6Z18haJM7q6M40yxHUEXhg,Headspace,0.47,0.7879999999999999,6.0,-4.392,1.0,0.0472,0.0404,0.0,0.0991,0.6559999999999999,141.02
R&B,7zUe9QObcvmCXTdRM2bgEP,That's What I Like,0.7979999999999999,0.504,5.0,-7.019,0.0,0.0579,0.56,0.0,0.105,0.831,137.292
R&B,512sUzJHh7fgNrNmIfUFw8,That's What I Like,0.792,0.561,10.0,-8.38,0.0,0.0344,0.14,0.0,0.276,0.907,133.974
R&B,0cnZK04zksvknHM81ZpVHq,Low,0.5820000000000001,0.285,11.0,-8.415,1.0,0.0588,0.302,0.0,0.155,0.135,145.648
R&B,3hBW3dPiXv1xA3yufkElky,Low,0.23,0.9,2.0,-5.634,0.0,0.0852,0.0001899999999999,0.00282,0.0755,0.364,192.996
R&B,36hUuutStjI46MMTBvl3nz,Low,0.733,0.5670000000000001,0.0,-12.423,1.0,0.1369999999999999,0.365,0.0,0.0975,0.5489999999999999,140.012
R&B,1QNdnQnHTnfyUAUHHmixBb,Low,0.6809999999999999,0.752,4.0,-6.085,1.0,0.073,0.267,0.00566,0.1159999999999999,0.376,98.839
R&B,2F8q7kUeZThvB5blUObFVN,Low,0.664,0.836,11.0,-6.832000000000001,0.0,0.0344,0.000148,5.06e-05,0.191,0.6579999999999999,120.075
R&B,0C9rSsfFldyJ09R3XYfuUU,Low,0.7959999999999999,0.525,0.0,-8.391,1.0,0.0417,0.102,6.49e-06,0.113,0.267,106.957
R&B,2b3HbeIBRMTiwD2KqaqK9H,Low,0.534,0.65,9.0,-7.867999999999999,1.0,0.0489,0.0294,8.45e-06,0.125,0.25,92.073
R&B,6DoJOeh2B6a5SFVkTXzEPX,Low,0.598,0.422,2.0,-10.828,0.0,0.1669999999999999,0.8590000000000001,0.0042,0.0849,0.0948,139.872
R&B,1sgXeUyJUKt0aGGiw1pMwJ,Low,0.48,0.5710000000000001,5.0,-7.838999999999999,0.0,0.0744,0.0882,0.0,0.102,0.306,96.826
R&B,0sFL4Ds1SEFBp2ODbG6rgM,Low,0.6459999999999999,0.797,2.0,-5.273,1.0,0.0663,0.0289999999999999,0.0,0.118,0.364,82.943
R&B,2E5ufno5JwzZiA96JiHUGN,Low,0.8029999999999999,0.682,8.0,-3.459,0.0,0.037,0.0516,0.000223,0.0456,0.926,106.431
R&B,39Z6LCw3UEFYjQivDV1UF1,Low,0.7390000000000001,0.775,2.0,-5.215,0.0,0.0902,0.0812,0.000281,0.237,0.755,135.0
R&B,72pvSf3nSjqB4Fuph46kJK,Low,0.347,0.6609999999999999,11.0,-4.427,1.0,0.0424,0.0574,1.14e-06,0.115,0.23,113.539
R&B,01i74MTWaNIGAsSRMkSOfB,Boyfriend,0.747,0.643,0.0,-5.622000000000001,1.0,0.0343,0.238,1.0800000000000002e-05,0.27,0.622,139.993
R&B,7JdZB83Ad1YS3uCeynrYLf,Boyfriend,0.677,0.6409999999999999,9.0,-6.332999999999999,0.0,0.047,0.452,0.000398,0.156,0.508,119.955
R&B,0ROWn6QTAgCP4uBvgl4gX0,Boyfriend,0.831,0.7240000000000001,2.0,-6.896,1.0,0.0604,0.003,0.000592,0.0801,0.772,124.984
R&B,6TJBU8omwRS6neLLFCsYTX,Boyfriend,0.722,0.405,2.0,-7.242000000000001,1.0,0.0632,0.91,2.03e-05,0.177,0.726,131.381
R&B,3AFneTDeGe1UGzAh3tbbJp,Skate,0.643,0.526,10.0,-13.931,1.0,0.129,0.0325,3.11e-05,0.155,0.38,143.95
R&B,3P72hhVbCyy6pJLAPa8Cyv,Get Right,0.607,0.437,7.0,-10.78,1.0,0.052,0.0011099999999999,0.0,0.141,0.128,103.053
R&B,379kHBPtYklp5CIj8GGdq0,Get Right,0.688,0.737,11.0,-5.255,0.0,0.222,0.147,0.0,0.148,0.397,139.972
R&B,3kkM5oXQ0QIRqo19T151Sj,FREEDOM,0.449,0.897,0.0,-2.737,1.0,0.0712,0.0207,0.0,0.347,0.7929999999999999,173.04
R&B,3u1aJjZf09HN9doVQ3KEhQ,Do It Again,0.516,0.311,10.0,-9.766,1.0,0.0265,0.588,0.0071099999999999,0.1119999999999999,0.0902,92.036
R&B,1uJzikTJXD2n7V7ifk0krl,Do It Again,0.725,0.6809999999999999,1.0,-5.416,1.0,0.11,0.091,1.05e-05,0.107,0.631,98.955
R&B,7Ao8i6UuQaL61ipPwhN8gJ,Do It Again,0.291,0.1939999999999999,9.0,-11.077,1.0,0.0335,0.917,0.0,0.0586,0.151,139.245
R&B,6NtdjIq2SWYrYYIiPQaqmv,Do It Again,0.711,0.494,8.0,-8.676,1.0,0.0527,0.0312,0.0,0.0915,0.425,95.987
R&B,6zFBGYAHvitC4BsAd3Z3PR,Do It Again,0.607,0.437,7.0,-8.262,0.0,0.0462,0.157,0.0,0.115,0.365,140.27100000000002
R&B,7MJ8SG8yGzmF5r4A59WRZ3,Do It Again,0.735,0.856,6.0,-4.106,0.0,0.192,0.262,0.0,0.0424,0.94,126.922
R&B,4WYNqpf8OrO5jSMCjF69DO,Do It Again,0.608,0.196,8.0,-12.742,1.0,0.0352,0.921,0.000511,0.079,0.299,96.57
R&B,4f03WxeOAKEW1kFRLMNnIR,Do It Again,0.51,0.316,11.0,-8.445,1.0,0.0263,0.8240000000000001,0.0,0.172,0.341,85.84
R&B,3DLw6mgxv2ogUzzTKoaQw8,You Might Need Somebody,0.597,0.5660000000000001,1.0,-8.459,1.0,0.0314,0.145,0.000621,0.0747,0.5870000000000001,83.236
R&B,4sVndKpExqG6Za4ZJf8oB3,Bleeding Love,0.642,0.6659999999999999,5.0,-5.29,1.0,0.0333,0.166,0.0,0.146,0.195,104.038
R&B,74tnbaSrwD3vACaOgLeorI,Bleeding Love,0.737,0.297,0.0,-7.1770000000000005,1.0,0.0333,0.8270000000000001,0.0,0.0984,0.3879999999999999,107.105
R&B,7wewnqr7vgMiVW8OfyV3Sj,Bleeding Love,0.737,0.297,0.0,-7.1770000000000005,1.0,0.0333,0.8270000000000001,0.0,0.0984,0.3879999999999999,107.105
R&B,40sOMAvFp8oIfv0LxFXFkE,Crazy Love,0.5660000000000001,0.271,1.0,-14.978,1.0,0.053,0.477,0.0233,0.1119999999999999,0.176,140.034
R&B,5gZ8xt6t39HEKsHMgZQ3md,Crazy Love,0.652,0.178,7.0,-8.627,1.0,0.0853,0.894,1.4e-06,0.143,0.321,112.678
R&B,0uhnNlnbbeVOsRBjfu8sEo,Crazy Love,0.621,0.7020000000000001,10.0,-4.801,0.0,0.0579,0.0402,0.0,0.327,0.539,96.04
R&B,6zWVII3PztCIMldp23eRnk,Crazy Love,0.784,0.687,10.0,-13.258,0.0,0.088,0.369,0.0329,0.163,0.521,119.966
R&B,4M7gxCtzUuWZgmjB4ynSfm,Dumb,0.875,0.616,8.0,-8.057,1.0,0.246,0.0109,0.0161,0.0737,0.348,127.052
R&B,3JSdY8QgDmXJhRugBq9HDY,Real Things,0.382,0.2239999999999999,2.0,-13.878,1.0,0.0394,0.949,0.000125,0.106,0.1009999999999999,64.346
R&B,2jjlxlVsFZN7nK8fZEya37,Lush Life,0.657,0.677,5.0,-6.8020000000000005,0.0,0.149,0.357,0.0,0.114,0.807,147.138
R&B,0bsEC7UG5TQdaa0ZaWfGlD,Keep This Fire Burning,0.585,0.87,7.0,-4.08,0.0,0.0469,0.0987,0.0,0.104,0.305,123.958
R&B,7BGy2O2L8p1AfIkDvSMbKP,Ordinary Love,0.5670000000000001,0.47,1.0,-6.662999999999999,1.0,0.0473,0.0732,0.0,0.0815,0.48,119.984
R&B,1udS0lQ0dypXEoKjP1JHwa,Heartquake,0.3389999999999999,0.497,5.0,-8.904,1.0,0.0494,0.727,2.18e-06,0.103,0.556,149.965
R&B,5Ko6FRZ5e739QMe6Skpnxa,BEAUTIFUL,0.746,0.8590000000000001,0.0,-4.397,0.0,0.0998,0.268,0.0,0.0812,0.7020000000000001,110.02
R&B,0OYHOS45U2njGaZfYRDmiS,Sweet Lie,0.414,0.82,0.0,-6.462000000000001,0.0,0.0466,0.207,3.79e-05,0.135,0.104,128.059
R&B,2TggkqWSvyHWQ1LE9L6gff,Sweet Lie,0.414,0.82,0.0,-6.462000000000001,0.0,0.0466,0.207,3.79e-05,0.135,0.104,128.059
R&B,2kjXXji22plxnxptLptHFN,Caroline,0.8290000000000001,0.346,11.0,-12.809,1.0,0.0321,0.758,0.0,0.0837,0.552,119.962
R&B,7uPQKWhzc4C4boVoWt5egt,Caroline,0.675,0.746,7.0,-4.114,1.0,0.0378,0.0019399999999999,1.29e-05,0.251,0.609,122.075
R&B,5Cay62XkdMb6WGnDbNzdIx,Caroline,0.481,0.4479999999999999,8.0,-8.373,0.0,0.0598,0.764,0.0,0.131,0.218,74.012
R&B,1YFXn8hc62vJ0k3pWCmaPh,Muse,0.613,0.747,8.0,-4.519,1.0,0.0916,0.133,0.0,0.163,0.527,149.91
R&B,64jaoSsbrABb9bPPB7dPjT,Muse,0.469,0.357,9.0,-10.15,0.0,0.0695,0.8590000000000001,0.000304,0.177,0.556,66.935
R&B,6EvUAsfncetT0RcWshHCbl,I'll Come Too,0.6609999999999999,0.472,7.0,-7.888999999999999,1.0,0.1639999999999999,0.757,0.00275,0.192,0.206,73.986
R&B,2ktg2oZDyFAX3iY1QNkXl5,Session 32,0.574,0.123,1.0,-13.959,1.0,0.196,0.894,0.0011099999999999,0.118,0.1169999999999999,115.431
R&B,6SSKxLWk8Hg8rLOm5ZRPSl,Cater 2 U,0.611,0.5820000000000001,11.0,-7.026,0.0,0.19,0.267,0.0,0.331,0.445,125.843
R&B,5mrA17Gdjabsj0PTNcA7Ie,Rain,0.6920000000000001,0.439,2.0,-4.861000000000001,1.0,0.0406,0.124,2.24e-06,0.109,0.245,85.01299999999999
R&B,75fYv6usHbjIOxLml3INso,Rain,0.355,0.212,5.0,-10.957,0.0,0.0348,0.486,8.41e-05,0.154,0.253,121.431
R&B,2PZxDphpuzniY8LMfKSoP7,Rain,0.539,0.855,7.0,-3.173,0.0,0.055,0.0196,0.00037,0.0997,0.28,99.946
R&B,0rnw2guQiVoOoJLrcxcCZC,Rain,0.282,0.629,0.0,-4.58,0.0,0.0394,0.266,4.88e-06,0.153,0.099,89.634
R&B,3FqJHbwGmR0sdqNjeWZfC5,Rain,0.528,0.815,7.0,-5.607,1.0,0.0466,0.000213,0.00947,0.0515,0.492,115.626
R&B,0xajNvQitwCKDTo06JCF3w,Rain,0.809,0.735,3.0,-7.026,0.0,0.0517,0.196,6.829999999999999e-05,0.0935,0.39,120.039
R&B,4qWpTdYZulT4whFZoSBR4X,Rain,0.84,0.732,0.0,-4.593,1.0,0.0841,0.0675,0.0,0.0757,0.273,110.024
R&B,4yEdofTvNsL7PnBJNDN1Sf,Rain,0.471,0.687,7.0,-4.5360000000000005,1.0,0.0443,0.00128,0.0,0.1159999999999999,0.3389999999999999,141.069
R&B,79rdhhq8hZFrXcg70920g3,Rain,0.51,0.564,0.0,-7.735,1.0,0.0274,2.93e-05,1.53e-05,0.341,0.344,106.068
R&B,735kliQyYeVVXZqzUIxpfx,Rain,0.49,0.8640000000000001,10.0,-4.165,1.0,0.0308,0.00209,0.0269,0.1689999999999999,0.0579,128.047
R&B,6sxsFm2W4me0vOkTZqPZgM,Rain,0.711,0.5489999999999999,4.0,-6.9510000000000005,1.0,0.0489,0.215,0.0,0.0824,0.442,130.059
R&B,6AnVnNjfmhhmqcpvHP74PK,Rain,0.713,0.465,2.0,-12.15,0.0,0.0277,0.5329999999999999,0.0254,0.166,0.183,111.999
R&B,4HShStOvX5kpOGgWgNIEUx,I Get Lonely,0.742,0.595,6.0,-4.191,1.0,0.156,0.612,0.0,0.1,0.38,132.099
R&B,6WVELQk9teRL0ukUa4it5t,Comfortable,0.784,0.618,11.0,-8.088,0.0,0.0432,0.53,0.00511,0.105,0.629,126.031
R&B,4UAmHpsLpJpxjWncNU6n6G,Comfortable,0.767,0.789,3.0,-3.639,1.0,0.153,0.299,0.0,0.0665,0.759,102.133
R&B,356gwGtuhaUyzsLcbQV9qh,Comfortable,0.757,0.39,6.0,-7.032,0.0,0.0679,0.0287,3.25e-06,0.0827,0.395,120.0
R&B,5lEC9GGWBzWDmZgXf5X67F,Comfortable,0.69,0.616,1.0,-5.268,1.0,0.0586,0.0664,4.17e-05,0.183,0.309,90.03399999999999
R&B,05fmLn8tNYb3ijIH2jCLPb,Comfortable,0.433,0.5539999999999999,9.0,-5.629,0.0,0.165,0.763,0.0,0.0903,0.546,140.235
R&B,4KwAWzZmIMG8YsoMTE6UKv,Comfortable,0.711,0.38,11.0,-10.463,0.0,0.0367,0.293,0.0318,0.115,0.22,82.045
R&B,1AM7BqFyT8OAEDr5FQ3HVj,Comfortable,0.25,0.622,7.0,-6.782,0.0,0.0395,0.176,0.0,0.0969,0.2689999999999999,71.74
R&B,0YBChynpAc8Sji0I067rzT,Comfortable,0.69,0.5529999999999999,7.0,-5.354,0.0,0.0395,0.283,1.57e-06,0.14,0.645,107.975
R&B,4YRrvdq8j1MXA3QGQ8Klnh,Ain't Nobody,0.427,0.879,8.0,-4.017,1.0,0.04,9.82e-05,0.000544,0.113,0.524,89.15799999999999
R&B,1CYUOOW6aONSh2soLIVC3M,Ain't Nobody,0.759,0.4029999999999999,6.0,-8.193999999999999,1.0,0.0441,0.7829999999999999,0.0001149999999999,0.186,0.494,97.591
R&B,5IGTXVxJzn8y7eamHBRWFH,Ain't Nobody,0.823,0.765,10.0,-12.393,0.0,0.0456,0.222,6.73e-05,0.1159999999999999,0.722,104.8
R&B,78tEHy9HffbWTsWihy7yF4,Ain't Nobody,0.823,0.765,10.0,-12.393,0.0,0.0456,0.222,6.73e-05,0.1159999999999999,0.722,104.8
R&B,12S0avZgcxEa4lJXC37tzX,Love Is Stronger Than Pride,0.611,0.662,9.0,-7.608,1.0,0.0403,0.161,0.000372,0.069,0.203,159.961
R&B,2WnpyxTw8oMr3UBS9Ywm8v,Riot,0.54,0.981,7.0,-3.2430000000000003,1.0,0.104,0.00043,0.00207,0.0597,0.152,149.876
R&B,1It1TxBK3xIQAB4xJkPevn,Blue Lights,0.6920000000000001,0.57,7.0,-8.077,1.0,0.185,0.6659999999999999,0.0,0.107,0.309,91.917
R&B,742Xs4SBEsZWBw3Nht9kVc,Hotline Bling,0.517,0.526,10.0,-6.449,0.0,0.0537,0.718,0.0,0.1009999999999999,0.351,143.196
R&B,63NyJB7T9hhdtHRrws6O90,Hotline Bling,0.672,0.31,7.0,-10.848,1.0,0.0326,0.537,0.0,0.123,0.5820000000000001,141.997
R&B,14SaZBTjxlorHJQxXh01Hu,Girls Need Love (with Drake) - Remix,0.6559999999999999,0.432,6.0,-9.481,0.0,0.217,0.4429999999999999,0.0,0.132,0.0897,97.022
R&B,7oLRRWboqdL8uGPgQfWwqe,Location,0.89,0.606,8.0,-7.648,0.0,0.18,0.11,0.000221,0.1,0.526,135.966
R&B,1HEzYfexDpgfwyceOWvNz8,Location,0.574,0.624,9.0,-5.31,1.0,0.0957,0.0788,0.0,0.111,0.225,160.033
R&B,0KkrCGamLRCpurJGsC722T,Location,0.8220000000000001,0.251,8.0,-10.436,1.0,0.19,0.78,0.0,0.0876,0.937,72.355
R&B,0LrJWpaEhnTxB1GrSsQCpn,Location,0.8,0.665,8.0,-6.695,1.0,0.13,0.473,0.0,0.181,0.7190000000000001,126.986
R&B,5uXiNp6Q8V3j34SX98q237,Location,0.747,0.535,6.0,-8.589,0.0,0.1119999999999999,0.0563,0.000106,0.0762,0.248,150.047
R&B,4EOROp2AEfNqVfwVRYlUP7,Location,0.6890000000000001,0.642,9.0,-9.015,0.0,0.0615,0.0469,0.0,0.109,0.456,86.891
R&B,5k3DQ5XZGBc5a0Rwbwc8hW,Location,0.755,0.731,8.0,-5.737,1.0,0.135,0.138,1.35e-05,0.35,0.534,150.999
R&B,18AixjdTesCp4wtDSAbN0P,Trust,0.659,0.682,1.0,-11.369000000000002,0.0,0.2239999999999999,0.654,0.0,0.154,0.853,132.19299999999998
R&B,5U9g7AICXQhir3omvAym2y,Trust,0.591,0.667,5.0,-7.022,0.0,0.0343,0.173,0.0,0.108,0.142,127.969
R&B,2mvLfuZGp8n7ICaCyJyO9B,Trust,0.565,0.809,10.0,-5.081,1.0,0.125,0.0753,1.2e-06,0.0542,0.52,93.754
R&B,0glC5orhEAU7r4Jzk6gsIJ,Trust,0.7809999999999999,0.373,11.0,-12.513,0.0,0.118,0.00882,0.0,0.135,0.1169999999999999,142.08700000000002
R&B,5YFdo0Wxzpmuq53CRKq7lZ,Trust,0.759,0.736,0.0,-5.821000000000001,0.0,0.0395,0.0215,2.18e-06,0.205,0.61,121.993
R&B,0oufSLnKQDoBFX5mgkDCgR,Trust,0.764,0.396,8.0,-8.566,1.0,0.159,0.2269999999999999,7.54e-05,0.12,0.475,92.007
R&B,5g3bc1ops0HyYBpr6oXuoy,Trust,0.7290000000000001,0.47,7.0,-10.515999999999998,0.0,0.127,0.175,0.000837,0.179,0.445,99.987
R&B,6ZRuF2n1CQxyxxAAWsKJOy,Nights Like This (feat. Ty Dolla $ign),0.61,0.725,8.0,-5.131,1.0,0.15,0.367,0.0,0.154,0.291,146.16299999999998
R&B,5iRD6AW92X2mE8FKDDBsQD,Deep,0.62,0.601,5.0,-6.5120000000000005,0.0,0.173,0.0185,0.0,0.118,0.589,159.761
R&B,5CNFqDiIeWOGOfth6oCmeT,Deep,0.635,0.61,6.0,-6.457999999999999,0.0,0.195,0.148,0.00516,0.15,0.1159999999999999,179.954
R&B,65bx8GXTsIeL1Rw6Krc1CS,Deep,0.6459999999999999,0.335,3.0,-9.915,0.0,0.247,0.626,1.3e-05,0.107,0.419,167.92700000000002
R&B,1LzmZWMpiPqeEIvaYCzO3Z,Deep,0.7390000000000001,0.478,1.0,-5.446000000000001,1.0,0.113,0.251,0.0,0.344,0.614,135.958
R&B,3H92VwBbuWN5O3X1tVjAyx,Thinkin Bout You,0.893,0.73,6.0,-4.375,0.0,0.0437,0.121,0.0075,0.0939,0.8190000000000001,106.988
R&B,4cZKgpZrqnC2ynF3j4x8N6,Poison,0.654,0.7559999999999999,4.0,-6.3260000000000005,0.0,0.0352,0.7879999999999999,0.0193,0.265,0.22,106.962
R&B,1sXbtl4aBE50sDMFeiqnTE,Poison,0.607,0.823,7.0,-3.908,0.0,0.0826,0.302,0.0,0.0795,0.607,170.077
R&B,57zLdUBNAJIVdwfV6sPIcs,Poison,0.713,0.628,1.0,-7.125,1.0,0.1989999999999999,0.0428,3.71e-06,0.111,0.435,136.014
R&B,50QSslVibSss5E3T2luLD5,Poison,0.67,0.723,8.0,-8.939,0.0,0.203,0.7340000000000001,0.0,0.0966,0.743,139.786
R&B,1j5QgbVDW8HBKWwEHHquEw,Poison,0.313,0.431,11.0,-9.042,0.0,0.0421,0.662,0.015,0.3289999999999999,0.0563,133.946
R&B,30DIzy85QtaRIYSNA858U6,Poison,0.285,0.9,2.0,-6.528,0.0,0.114,0.0422,0.0001149999999999,0.1119999999999999,0.292,118.744
R&B,3tNFD1jgOxmc60DU8bkPf4,Poison,0.643,0.52,9.0,-5.285,0.0,0.0825,0.1969999999999999,0.0,0.0951,0.469,104.94
