Category,Track_ID,Track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Jazz,2UjFawPgFKOJQazaYEXa2S,November,0.375,0.327,9.0,-15.79,1.0,0.0344,0.627,0.843,0.149,0.0979,121.989
Jazz,6AlXqjeZFDWr09XW0qTkdv,November,0.249,0.6,11.0,-8.402999999999999,1.0,0.0498,0.0165,0.124,0.0986,0.0628,159.901
Jazz,2HD69heVVDgiJEZYAsGqr6,Penelope,0.8540000000000001,0.618,8.0,-7.22,1.0,0.0503,0.0615,0.00362,0.153,0.344,107.976
Jazz,2d4BPamRUrIrazuEIMt8ye,Penelope,0.534,0.081,0.0,-19.424,0.0,0.0387,0.977,0.898,0.179,0.0982,120.311
Jazz,3nOB6M08yvPuhRyzodYVHp,Penelope,0.41,0.395,5.0,-7.983,1.0,0.033,0.7390000000000001,7.16e-06,0.121,0.29,139.951
Jazz,1hqsp7bsJe26RN1Q5tpEG5,Ruth,0.3979999999999999,0.0296,2.0,-23.591,1.0,0.0867,0.995,0.962,0.133,0.347,95.061
Jazz,03p2YYl3XBJosPdxvXmd75,Above All,0.3979999999999999,0.833,7.0,-3.261,1.0,0.0575,0.0636,2.13e-05,0.111,0.115,168.4
Jazz,2mo1oCOABu1Qr4yLjjg9az,Cloudy Days,0.684,0.5429999999999999,8.0,-8.695,0.0,0.0416,0.186,0.00937,0.122,0.5329999999999999,129.96
Jazz,4uRUMluUIPrd8bxRO5uCXV,Heartstrings,0.5760000000000001,0.865,7.0,-6.926,0.0,0.035,0.000125,0.804,0.173,0.5770000000000001,122.027
Jazz,6MrkHoQFXPcREJjK4q9zi2,Heartstrings,0.6679999999999999,0.621,0.0,-5.653,1.0,0.0977,0.716,0.0,0.129,0.5670000000000001,88.009
Jazz,6i3NCeeRY5FPTTIuKpm9cI,Wallflower,0.737,0.231,8.0,-15.209,0.0,0.0378,0.805,0.0535,0.0796,0.315,110.008
Jazz,7lfADuEexIpuP4EjO46eZW,Wallflower,0.6579999999999999,0.6970000000000001,0.0,-6.682,1.0,0.0645,0.129,0.2789999999999999,0.108,0.51,139.96
Jazz,2I2mEW8C0ebz8t0VhDe2qZ,Your Smile,0.5379999999999999,0.409,11.0,-11.434,0.0,0.0696,0.85,0.857,0.14,0.374,113.996
Jazz,2lQ2bSehawgi1HZJdREWBw,I Will,0.373,0.376,7.0,-8.808,0.0,0.0537,0.0342,0.102,0.118,0.13,122.584
Jazz,1zU7U1kBdEBBn484loW86y,I Will,0.92,0.606,11.0,-10.979,1.0,0.0666,0.516,0.906,0.114,0.374,125.94
Jazz,6kvRllSCmydmhhy4Ol4MOo,I Will,0.511,0.517,8.0,-9.263,1.0,0.0262,0.124,0.0,0.1969999999999999,0.345,83.01899999999999
Jazz,0tXQyvN8o9KoxaU2INUKrJ,Ask Me Now,0.618,0.368,1.0,-9.965,1.0,0.085,0.916,0.163,0.122,0.535,130.4
Jazz,42jRhpZcCQrOw3qEUxvfr3,Ask Me Now,0.6709999999999999,0.317,3.0,-11.7,0.0,0.0368,0.979,0.87,0.128,0.204,124.032
Jazz,3yrS2LaeArTQYoORGnxG8r,Holograms,0.466,0.961,9.0,-4.22,0.0,0.0622,8.78e-05,0.121,0.255,0.369,124.019
Jazz,1unohXBFohogHnkq3AdlsS,For a While,0.494,0.275,2.0,-12.413,1.0,0.0341,0.86,1.7100000000000002e-05,0.107,0.147,129.954
Jazz,0bGWQMYdPuj40cCc8Vn3P9,For a While,0.735,0.535,9.0,-6.974,1.0,0.0971,0.0273,0.0,0.135,0.467,82.0
Jazz,1qvjV8V93PoKkqlQCuQnEG,My Favorite Things,0.237,0.273,1.0,-10.897,0.0,0.032,0.4679999999999999,0.0006259999999999,0.1159999999999999,0.045,133.083
Jazz,1ciJCLzKzezhHbBtii28UD,My Favorite Things,0.478,0.268,3.0,-11.529000000000002,0.0,0.032,0.8420000000000001,0.0,0.1119999999999999,0.476,143.571
Jazz,45PUHEYcRNMOoN2coiaVlK,Don't Get Around Much Anymore,0.7020000000000001,0.336,1.0,-8.755,1.0,0.0304,0.92,0.479,0.0809,0.727,108.338
Jazz,7xN1FKOCwzin7N7muRHkTr,Don't Get Around Much Anymore,0.563,0.335,5.0,-9.299,0.0,0.037,0.7909999999999999,4.78e-06,0.0613,0.462,76.195
Jazz,11MXxE53zDtj89ULdFpH4c,I Get A Kick Out Of You,0.6579999999999999,0.317,3.0,-11.705,1.0,0.0664,0.75,0.0,0.0904,0.486,128.87
Jazz,3VZP3Ju9TR5cukFyQv1rle,All Of You,0.55,0.303,5.0,-13.452,1.0,0.034,0.568,0.3,0.105,0.504,92.284
Jazz,1crzy0hGQG8e2pd10XcL5Q,Green Eyes,0.384,0.32,10.0,-7.762,1.0,0.0279999999999999,0.347,4.03e-05,0.0818,0.151,137.005
Jazz,3FgmzIauyKNwHVwGwzP8tk,Green Eyes,0.746,0.61,0.0,-8.312000000000001,0.0,0.0663,0.477,1.47e-06,0.1989999999999999,0.377,131.96
Jazz,04jLEsS47w70AeRiPU7bmg,Lament,0.696,0.0788,2.0,-19.086,0.0,0.0485,0.991,0.942,0.11,0.254,72.99600000000001
Jazz,1ydr2rWcnzVMgTGeJ3rCVJ,Caterpillar,0.545,0.772,4.0,-6.181,0.0,0.0985,0.00124,0.706,0.261,0.345,91.999
Jazz,0Knx2fPzvO5aJCkkehLWhC,Limbo,0.5870000000000001,0.753,7.0,-4.279,0.0,0.0622,0.305,0.0274,0.129,0.307,156.02200000000002
Jazz,7wtmaB8TOVjItfBcBP59TL,Take My Breath Away,0.444,0.4479999999999999,1.0,-8.325,0.0,0.0301,0.461,4.71e-06,0.108,0.382,149.634
Jazz,0huhyGrdAiI1HbFtH9rXiD,Always on My Mind,0.591,0.74,1.0,-4.68,0.0,0.0885,0.0683,0.000213,0.141,0.598,165.447
Jazz,54OkZltlupE2xB0i0lAfzi,Nothing Compares 2 U,0.725,0.309,5.0,-9.144,1.0,0.0319,0.4539999999999999,0.00027,0.0859,0.0399,119.974
Jazz,70Ukvwcp6LkgfRiuUhGV7l,Nothing Compares 2 U,0.519,0.563,11.0,-5.04,1.0,0.0364,0.0952,7.020000000000001e-05,0.0895,0.345,124.02
Jazz,7iahjPOil9s8Uv7oECgyts,I'm Not In Love,0.501,0.752,4.0,-6.5520000000000005,0.0,0.053,0.345,0.121,0.163,0.482,141.886
Jazz,4pm891sOQMQTXqQLfgpKFl,Just the Way You Are,0.444,0.484,7.0,-10.233,1.0,0.0317,0.519,0.0,0.0462,0.442,147.975
Jazz,4w1d0AmkeVTi1x176two1i,Just the Way You Are,0.45,0.259,7.0,-14.055,1.0,0.0361,0.979,0.851,0.135,0.2019999999999999,80.86399999999999
Jazz,5cTJY3ONj9ZrEb8jiMO4z0,Just the Way You Are,0.7959999999999999,0.318,5.0,-8.073,0.0,0.0743,0.358,2.4100000000000003e-05,0.208,0.773,102.858
Jazz,0TXG4nwAASU4RYajL27GQp,Just the Way You Are,0.605,0.539,5.0,-15.323,1.0,0.0348,0.00286,0.000113,0.146,0.337,108.958
Jazz,1Hjorg8aupsMRFbozktISn,Kiss from a Rose,0.723,0.64,8.0,-5.309,0.0,0.0819999999999999,0.31,8.89e-06,0.152,0.962,92.787
Jazz,6tB4XVKceo2307SSWXaO0y,Just Friends,0.639,0.685,9.0,-4.571000000000001,0.0,0.049,0.105,0.0,0.143,0.363,110.041
Jazz,08h3oHcZyV6PgrtIhXxcIL,Losing You,0.68,0.863,2.0,-7.0520000000000005,1.0,0.05,0.7759999999999999,0.489,0.143,0.866,112.055
Jazz,2oKG1efaGYf6Rs8M6pWQ45,Losing You,0.622,0.723,9.0,-5.524,0.0,0.0535,0.0209,0.0,0.1669999999999999,0.353,119.812
Jazz,7mjOxXnZYbGtgjyX0hqaLs,Losing You,0.597,0.7709999999999999,5.0,-10.717,1.0,0.0394,0.0111,4.68e-06,0.0987,0.8109999999999999,104.008
Jazz,5AVIC0ddAlUXzMBSYb3J6J,Stardust,0.6409999999999999,0.818,1.0,-6.557,0.0,0.094,0.6890000000000001,0.0,0.095,0.5579999999999999,121.023
Jazz,39FsIuf3kA6KevEi91QT2L,Stardust,0.68,0.726,2.0,-7.682,1.0,0.0291,0.00108,0.0247,0.258,0.353,122.963
Jazz,7uCWL97w5PKjOt3HZnVmev,Stardust,0.547,0.7290000000000001,8.0,-5.404,1.0,0.0418,0.0265,0.0114,0.089,0.346,191.965
Jazz,5GtJ19ajApqb8WR48yBZXy,Stardust,0.6859999999999999,0.826,7.0,-5.497999999999999,1.0,0.0513,0.00627,1.6800000000000002e-05,0.247,0.8059999999999999,122.016
Jazz,4rIRJtrKJlijftQRArBSRy,Stardust,0.302,0.539,2.0,-6.906000000000001,0.0,0.0376,0.206,0.932,0.0663,0.0488,140.028
Jazz,4MXhwoYxdrv0nEXrJ4j4Z9,Stardust,0.575,0.384,11.0,-10.253,1.0,0.0353,0.774,0.0104,0.109,0.111,142.143
Jazz,3lUPBweq2LK16zCc3gYu65,After You've Gone,0.6729999999999999,0.2769999999999999,0.0,-13.526,0.0,0.0379,0.9,4.47e-06,0.0866,0.625,131.39600000000002
Jazz,1z2FcRqCR6byfXDSvHq8E4,After You've Gone,0.382,0.158,10.0,-12.962,1.0,0.0466,0.986,0.823,0.127,0.314,46.95
Jazz,5kUA6ZCXbWnH8ncM4fBN6r,When Your Lover Has Gone,0.385,0.171,0.0,-13.283,1.0,0.0341,0.8340000000000001,0.000126,0.111,0.151,80.34
Jazz,7nO8uEaLFYbZaEb8ZpnNU7,First Star,0.6509999999999999,0.206,2.0,-13.856,1.0,0.0369,0.926,0.5710000000000001,0.114,0.419,79.081
Jazz,6fTs9vrso7u7spinTkiauE,Canción Contra La Indecisión,0.59,0.144,0.0,-23.601,1.0,0.0376,0.943,0.8690000000000001,0.0819999999999999,0.389,125.065
Jazz,3K9lbwlAJtMYIGLP3HgKUG,Just For Tonight,0.593,0.492,9.0,-6.353,1.0,0.0297,0.701,0.0,0.106,0.336,119.838
Jazz,1m7ELwgMJwTn0dh8dfTwSZ,Tender Love,0.633,0.42,5.0,-10.216,0.0,0.0276,0.433,0.0313,0.12,0.2269999999999999,130.342
Jazz,7JTDxh8pqaNWEEb9lrPhrf,Tender Love,0.679,0.4379999999999999,1.0,-16.962,0.0,0.036,0.303,0.777,0.0985,0.7070000000000001,123.558
Jazz,6924VygVTbGDuX6qiFRn5Y,Lost Time,0.414,0.7979999999999999,1.0,-3.113,1.0,0.108,0.0405,6.850000000000001e-05,0.0925,0.315,194.004
Jazz,7jSEuzWUZphC7ioXJ54Bk9,Lost Time,0.471,0.72,1.0,-6.752000000000001,1.0,0.0586,0.2789999999999999,0.0,0.114,0.321,83.44200000000001
Jazz,3YcRMh12uW4LW7Y12AMiUj,The Comeback,0.758,0.37,1.0,-13.302,1.0,0.0524,0.805,0.00773,0.104,0.5529999999999999,134.934
Jazz,1Yuu80naATCTRZZRlABMCS,The Comeback,0.8059999999999999,0.665,7.0,-7.455,0.0,0.0511,0.00422,0.000371,0.105,0.49,119.983
Jazz,3xq5ATNZUz6HrO92cVOqzd,Breeze,0.8190000000000001,0.7340000000000001,5.0,-6.742999999999999,1.0,0.0388,0.3,0.0155,0.105,0.0762,120.008
Jazz,2Sa1ptH24tae17vUoS3QfR,Breeze,0.8590000000000001,0.7190000000000001,9.0,-4.771,0.0,0.109,0.0578,3.63e-06,0.0674,0.481,137.967
Jazz,4xS9uuBexrSogvVk9dI24n,Shades,0.481,0.855,9.0,-11.265,0.0,0.045,0.000708,0.899,0.0977,0.315,124.003
Jazz,3D5J8E68BXfFwHgxPA1TRt,La Vie En Rose,0.615,0.361,8.0,-11.504,1.0,0.0347,0.6829999999999999,6.879999999999999e-05,0.1009999999999999,0.389,147.987
Jazz,4G84ZwELVLDeZnVJw3rtSO,Speak Low,0.36,0.579,0.0,-6.257000000000001,1.0,0.0517,0.143,0.106,0.0349,0.294,81.319
Jazz,6Sy4HRlhliG9Tt6GKs2tQD,Mark My Words,0.584,0.336,4.0,-15.98,0.0,0.0286,0.00562,0.8440000000000001,0.176,0.526,116.435
Jazz,5h9rBXTMb02D9DQajbIOTV,Mark My Words,0.5670000000000001,0.514,0.0,-14.704,0.0,0.0334,0.0020399999999999,0.648,0.208,0.469,116.404
Jazz,1Eh9xlO5dVjW6E55nQmhxk,Slow Dance,0.596,0.611,4.0,-5.314,0.0,0.0231,0.402,0.000273,0.136,0.3389999999999999,105.023
Jazz,7JEUg9KqmpdIE5Nbb9ss66,Love You Anymore,0.691,0.271,6.0,-7.582999999999999,1.0,0.0335,0.892,0.0,0.109,0.5479999999999999,89.99
Jazz,6s4lefaSddnWhOiT1hBre5,You Belong To My Heart - Solamente una Vez,0.643,0.144,7.0,-16.097,1.0,0.0513,0.953,0.000487,0.109,0.426,115.101
Jazz,46zJ3FTTeK48LESza15wbQ,Forever Now,0.477,0.377,2.0,-6.053999999999999,1.0,0.032,0.836,0.0,0.1169999999999999,0.4529999999999999,131.593
Jazz,7HTo1bYAhANVW5taAjf9Rh,This Too Shall Pass,0.579,0.625,9.0,-7.843,1.0,0.0278,0.165,1.23e-05,0.168,0.46,96.593
Jazz,4erTX3wgD0p4ZvoeXN30Gi,It Was You,0.455,0.187,0.0,-12.773,1.0,0.0328,0.677,0.0524,0.111,0.0792,118.934
Jazz,6f6jBn29HU6pbvy99NYXF3,Help Me Make It Through the Night (feat. Loren Allred),0.442,0.5670000000000001,2.0,-5.207000000000001,1.0,0.0301,0.493,0.0,0.114,0.439,78.998
Jazz,1JCVWHBj6XTlzplfrlCnPT,Lost in Paris,0.6859999999999999,0.645,7.0,-7.109,1.0,0.0321,0.123,2.9100000000000003e-05,0.0935,0.525,94.951
Jazz,4A7DUET5H4f7dJkUhjfVFB,Lost in Paris,0.7879999999999999,0.711,1.0,-7.811,0.0,0.0597,0.364,2.07e-05,0.0838,0.802,104.149
Jazz,6JHLoGr7Gss3HhBp5RdKiH,Sorry,0.6990000000000001,0.68,4.0,-3.607,0.0,0.0276,0.00993,0.0,0.11,0.578,94.979
Jazz,3OYuHSIBy3KrBDXG9Au5r8,Sorry,0.708,0.6759999999999999,6.0,-5.856,0.0,0.0316,0.4579999999999999,9.66e-05,0.186,0.491,118.984
Jazz,2U1MJPPuclGqEt5Rl594z7,Sorry,0.625,0.802,1.0,-4.642,1.0,0.0263,9.35e-05,0.0524,0.0677,0.595,100.024
Jazz,7Mt7mZJCCBtMzHcR00xH8w,Sorry,0.451,0.703,8.0,-8.488999999999999,1.0,0.0331,0.368,0.00144,0.113,0.148,155.856
Jazz,13bg2DcUkNbKMn5Z9eOxj4,Sorry,0.461,0.387,8.0,-14.88,1.0,0.0471,0.0896,0.0,0.0779,0.203,139.486
Jazz,4WstAvcNxUawHnf6cJOHPl,Sorry,0.525,0.613,9.0,-9.118,0.0,0.0294,0.0093,0.1669999999999999,0.109,0.162,137.09
Jazz,1VJ7Py2OwO7r6WyG3k8yT9,Sorry,0.604,0.5660000000000001,3.0,-5.492000000000001,1.0,0.0365,0.0224,2.01e-06,0.0908,0.242,103.941
Jazz,0Oqh2jICgnglh8bli0el5X,Sorry,0.69,0.669,6.0,-7.427,1.0,0.107,0.43,0.0,0.208,0.238,144.145
Jazz,5XQhf5tiCBQvjWC2uaPECl,Sorry,0.778,0.0782,9.0,-14.732,1.0,0.0628,0.897,0.439,0.081,0.33,110.019
Jazz,6PtS6cJreU4LLHzjXv2MGL,Sorry,0.743,0.4539999999999999,5.0,-9.192,1.0,0.128,0.0658,0.00115,0.0724,0.818,172.063
Jazz,3WwMdkyg1dDfFZJpNXn6PM,Sorry,0.8590000000000001,0.429,3.0,-7.647,1.0,0.0375,0.308,3.99e-06,0.182,0.823,171.86900000000003
Jazz,6dB8pDYQbOEsPBjnJUFcQ3,Sorry,0.71,0.647,5.0,-7.742000000000001,1.0,0.0311,0.196,2.8300000000000003e-05,0.135,0.375,115.065
Jazz,5rXzBK9PT8sNErBWrTKOT2,Sorry,0.457,0.846,4.0,-4.017,0.0,0.0404,0.0042299999999999,0.0,0.0606,0.17,130.012
Jazz,7hFnVxboHMAp1UARB9yQnl,Sorry,0.5589999999999999,0.665,3.0,-4.006,1.0,0.0342,0.3979999999999999,0.0,0.1369999999999999,0.833,185.937
Jazz,7Hs4BDVWvKvKzfr5A0pI9K,Sorry,0.498,0.935,7.0,-4.266,1.0,0.0408,0.0284,8.1e-05,0.0772,0.752,159.984
Jazz,7GH3WQlvkcpggrhvnJWOjL,I Like You,0.91,0.5,4.0,-8.9,0.0,0.0867,0.301,5.04e-06,0.0731,0.68,136.076
Jazz,70raPTKkCguuuydqmbYoDf,Breakdown,0.5589999999999999,0.536,6.0,-6.433,0.0,0.0591,0.212,0.0,0.131,0.241,149.891
Jazz,0CukZtt2Jfl7KjahsCFzVq,Breakdown,0.642,0.306,9.0,-8.501,0.0,0.0387,0.484,0.000153,0.181,0.6679999999999999,113.541
Jazz,3VukmzGvVbB4FyGyBPf0A7,Blackbird - Recorded at Spotify Studios NYC,0.613,0.484,0.0,-11.021,1.0,0.0447,0.14,0.00274,0.108,0.455,93.614
Jazz,6mAMDridbMDlW2ovdyPDUy,The Christmas Waltz,0.3779999999999999,0.348,4.0,-9.021,0.0,0.0296,0.875,2.13e-06,0.135,0.24,128.155
Jazz,0byPyCPX9mfGMiAGVZxasq,Carol Of The Bells,0.2269999999999999,0.66,4.0,-5.992999999999999,0.0,0.0759,0.0274,0.000538,0.0787,0.27,167.956
Jazz,5Mp5XAiliIamV9G7lMJTg9,Beautiful Love,0.618,0.534,7.0,-8.434,1.0,0.0578,0.652,0.0168,0.0767,0.7929999999999999,75.05
Jazz,5difyGVkBHLT7zC3ZByurd,Beautiful Love,0.597,0.415,4.0,-11.092,1.0,0.0524,0.0541,5.61e-06,0.196,0.275,128.055
Jazz,0GmMfAkRBoLO1B7AzCUFdi,Lull,0.8270000000000001,0.156,7.0,-13.068,1.0,0.0676,0.892,0.965,0.0808,0.5329999999999999,148.014
Jazz,1UNmnFiW0nB7USvaoRFTyW,Wall,0.643,0.8,10.0,-4.4830000000000005,0.0,0.0352,0.276,9.69e-06,0.0651,0.5579999999999999,150.066
Jazz,63TqaGnJie7fpcPRL6GQmv,Where or When,0.655,0.316,9.0,-10.470999999999998,0.0,0.0347,0.908,0.48,0.102,0.242,103.019
Jazz,4iG17vxA9qDEVB05SP5i71,Angel Eyes,0.8059999999999999,0.7929999999999999,6.0,-10.970999999999998,0.0,0.0817,0.1639999999999999,0.8640000000000001,0.0679,0.718,125.009
Jazz,6ERUsU7mPnu6sUQptDACkA,Angel Eyes,0.71,0.841,11.0,-7.29,1.0,0.0277,0.196,0.0,0.0942,0.934,133.47799999999998
Jazz,2SB4CT6cJLnFUkKIJLVIiL,Virgo,0.563,0.237,1.0,-11.008,1.0,0.0389,0.918,0.0,0.1119999999999999,0.0849,128.983
Jazz,03udzjrc3TN26vvMmbP0iw,Virgo,0.726,0.482,4.0,-6.117000000000001,0.0,0.0686,0.17,0.848,0.123,0.952,87.027
Jazz,4MFXrdjxsheKmeEhO5erpF,Virgo,0.727,0.4639999999999999,8.0,-9.634,1.0,0.0602,0.733,2.33e-06,0.102,0.222,85.99700000000001
Jazz,1bEXtdSB4vaFJ6EhncD6Je,Lonely Nights,0.7490000000000001,0.67,6.0,-6.654,0.0,0.0705,0.00151,0.000205,0.0817,0.725,99.991
Jazz,4VV8iDqggUeRl0h8Dl04Hz,Lonely Nights,0.787,0.4429999999999999,1.0,-5.649,0.0,0.0629,0.416,7.32e-06,0.0996,0.295,120.986
Jazz,4hrKeswQV5QObE9SpTM6Ai,Sooner or Later,0.7490000000000001,0.381,8.0,-11.888,1.0,0.0682,0.8109999999999999,1.14e-05,0.0945,0.485,128.067
Jazz,6csSVwmydTJ3CpGoEbZskB,All the Way,0.456,0.6859999999999999,6.0,-5.216,0.0,0.049,0.0208,8.75e-05,0.114,0.3989999999999999,124.786
Jazz,4XWCnhKn7y5C2Osq8XJ6cj,The Way You Look Tonight,0.5329999999999999,0.624,7.0,-4.946000000000001,0.0,0.0332,0.4379999999999999,1.65e-05,0.195,0.266,122.905
Jazz,4OX8RaOP3XW389OKbwG6hf,First Time,0.72,0.496,1.0,-8.693999999999999,1.0,0.036,0.0452,0.0,0.0679,0.532,113.957
Jazz,7wDv3Rks2hWojzPEQN05jY,First Time,0.4029999999999999,0.599,1.0,-6.752999999999999,1.0,0.0419,0.106,1.62e-06,0.0909,0.452,172.02700000000002
Jazz,0kMe1h3RRaeof3cJjxeUDh,First Time,0.718,0.588,5.0,-7.356,1.0,0.0295,0.035,0.0,0.0597,0.502,115.035
Jazz,0a1MeuKUyEcL6thdmg2XX7,First Time,0.5660000000000001,0.911,0.0,-4.257,1.0,0.0338,0.0036,0.0,0.113,0.721,111.999
Jazz,68iStFd2U9XEpcCIM2II6i,First Time,0.846,0.531,8.0,-9.992,0.0,0.0721,0.0776,0.0147,0.066,0.405,119.954
Jazz,27YD36FUikKxbp3bKSiKGZ,First Time,0.422,0.677,11.0,-5.76,1.0,0.0365,0.251,3.55e-06,0.16,0.146,150.131
Jazz,19EDk8C17vRwXFcTvrisa9,First Time,0.878,0.4539999999999999,4.0,-9.997,0.0,0.0999,0.22,0.778,0.1119999999999999,0.965,132.002
Jazz,3Ufu5pW7z9IbpDoiH4WXpQ,We'll Be Together Again,0.654,0.185,3.0,-16.516,1.0,0.0504,0.82,0.363,0.0995,0.2339999999999999,67.384
Jazz,6d3m5JM3OgVPI7GD7T5MYR,My One and Only Love,0.669,0.297,9.0,-12.294,1.0,0.0284,0.787,0.0462,0.1169999999999999,0.2289999999999999,107.961
Jazz,7FqGtvscHIKIoAHo3TdBGq,Love Is Here To Stay,0.57,0.2289999999999999,0.0,-10.008,1.0,0.042,0.843,0.0,0.108,0.474,102.459
Jazz,11mG5u5w5sd2b7fC63yQKH,Love Is Here To Stay,0.608,0.187,7.0,-10.880999999999998,0.0,0.0393,0.87,0.0,0.145,0.284,67.768
Jazz,6zqCvH9jX3gcUHoSwHnzCi,Make It Last,0.492,0.992,11.0,-3.921,1.0,0.11,0.00119,4.44e-05,0.151,0.499,119.981
Jazz,5uMzPaZRmeAlIuLQKlUArl,Tangerine,0.665,0.7290000000000001,7.0,-7.542000000000001,1.0,0.0398,0.0258,0.0748,0.0836,0.63,110.024
Jazz,7ihOflLgjQSj9j47fwYphJ,Tangerine,0.513,0.178,5.0,-15.720999999999998,1.0,0.0525,0.81,0.83,0.209,0.3329999999999999,168.99200000000002
Jazz,421F341l9uYAeLiwvgLSPq,One More Time,0.317,0.6679999999999999,2.0,-5.827999999999999,1.0,0.0379,0.0013599999999999,0.0,0.0916,0.184,81.976
Jazz,0bH3tJEO9t2RavbudNPzjv,One More Time,0.624,0.499,1.0,-5.881,1.0,0.0373,0.183,0.0,0.214,0.56,123.942
Jazz,3WG3aB4latyL0tOgyoJKNb,One More Time,0.512,0.785,0.0,-8.401,1.0,0.0363,0.151,0.309,0.0763,0.384,179.93599999999998
Jazz,2boKBpIpFaMHbNpMGRSzkI,One More Time,0.737,0.8340000000000001,0.0,-3.354,1.0,0.0463,0.0252,0.0,0.2019999999999999,0.902,134.983
Jazz,6F4qiGSvi5KIt3tCL62Rp2,One More Time,0.762,0.507,2.0,-7.357,0.0,0.12,0.405,4.26e-05,0.0969999999999999,0.214,118.015
Jazz,38Znh35cV45V4zm7ufFJcn,One More Time,0.551,0.835,7.0,-5.973,1.0,0.036,0.0014,0.0,0.103,0.213,117.026
Jazz,5RiW7rOhnP143SHNX9jfcr,One More Time,0.507,0.835,11.0,-6.58,0.0,0.0679,0.233,0.918,0.142,0.193,145.98
Jazz,4Qo7OfZ1NjcSlKEagScAqa,One More Time,0.631,0.8290000000000001,7.0,-4.231,1.0,0.0266,2.2e-06,0.706,0.0949,0.6559999999999999,140.069
Jazz,7aHmiNuJYPJLp9sVadOMHK,One More Time,0.5920000000000001,0.852,9.0,-4.439,1.0,0.0619,0.0421,5.54e-06,0.0737,0.0614,127.969
Jazz,1tTONeyxuTs2XKziQQK1T1,One More Time,0.527,0.867,7.0,-3.378,1.0,0.0346,0.000589,0.0162,0.248,0.369,138.994
Jazz,3CNtjMfU8hVfPCVTdqqOrn,Can't Take My Eyes Off You,0.581,0.78,4.0,-7.053,1.0,0.0567,0.508,1.07e-05,0.0799,0.561,123.711
Jazz,2vFsVQinDmPnYiVTc4tmR7,Can't Take My Eyes Off You,0.5760000000000001,0.8490000000000001,1.0,-4.484,0.0,0.0596,0.534,1.3800000000000002e-05,0.0809,0.512,123.869
Jazz,5b8Lky17LzmS72OrzZybVs,In the Mood,0.505,0.469,10.0,-9.619,0.0,0.0514,0.033,0.0002839999999999,0.0969,0.191,96.275
Jazz,75zKdMbNrkfPJ0oA1WUsoG,In the Mood,0.392,0.46,11.0,-9.079,1.0,0.0394,0.476,0.769,0.108,0.364,107.614
Jazz,6WHW2Xpy8cZU49FzO76oUE,The Look Of Love,0.503,0.288,2.0,-16.115,0.0,0.0267,0.251,0.961,0.1369999999999999,0.139,104.968
Jazz,0uHZLcAVvZdYqUhLO4EWKV,Perhaps,0.4379999999999999,0.281,4.0,-10.743,1.0,0.0256,0.242,0.431,0.0946,0.196,94.469
Jazz,58QTKumWw8B4Y5M9aafw35,One for My Baby (And One More for the Road),0.423,0.248,5.0,-12.235,1.0,0.0341,0.882,0.00028,0.114,0.147,69.215
Jazz,60KSBPt36bXkkeQN5QiZ0t,As Time Goes By,0.655,0.423,11.0,-12.499,1.0,0.047,0.357,0.895,0.0891,0.0338,140.043
Jazz,10aAr61dsWKA9RRdAmk2CM,Level Up,0.596,0.962,5.0,-6.184,0.0,0.0894,0.00306,0.00186,0.0738,0.268,128.016
Jazz,3o9ZhwPb3TrlgVBcMXffzj,Level Up,0.467,0.249,0.0,-12.56,1.0,0.0421,0.86,2.72e-06,0.151,0.2339999999999999,95.01
Jazz,4EjUFjzi4ErWjklOA3Aslu,Tempo,0.6859999999999999,0.8420000000000001,0.0,-4.423,1.0,0.1,0.237,0.0,0.0683,0.519,115.944
Jazz,4Te7ZZEW3UhQORlCRgBqB6,Passenger,0.406,0.263,9.0,-10.476,1.0,0.042,0.7240000000000001,0.0274,0.0891,0.191,146.201
Jazz,6wkVmLTBedKaAoeSj4xP6J,Passenger,0.6970000000000001,0.675,0.0,-6.769,1.0,0.0729,0.633,6.17e-06,0.114,0.254,126.901
Jazz,6GANMVtlzrO38iGOu2o6Ha,Intermission,0.679,0.228,9.0,-18.302,1.0,0.037,0.509,0.0,0.242,0.5589999999999999,110.864
Jazz,2PqnheJj5FQ5zxfcfknfZX,Let's Get Lost,0.626,0.147,2.0,-19.981,1.0,0.0421,0.8270000000000001,0.0,0.11,0.222,120.088
Jazz,4JFOt60ZFIFlqfE5SqB6nL,Figured Out,0.288,0.326,9.0,-8.752,1.0,0.0289999999999999,0.892,6.49e-05,0.0939,0.185,166.938
Jazz,4DhcjMzBAOH5mvqcFtO78H,Figured Out,0.733,0.4429999999999999,9.0,-9.172,0.0,0.125,0.018,5.96e-05,0.1169999999999999,0.251,142.126
Jazz,3bH4HzoZZFq8UpZmI2AMgV,New Light,0.828,0.6890000000000001,7.0,-7.877999999999999,1.0,0.0326,0.325,0.0384,0.0808,0.853,123.931
Jazz,02CqdLrNbf4TM8DIV8JDaf,Day Dream,0.655,0.0354,7.0,-16.146,1.0,0.0438,0.905,0.843,0.093,0.8170000000000001,85.007
Jazz,03EyMyy76ZYLUh3lvGrNgE,First Steps,0.546,0.635,0.0,-7.874,1.0,0.0259,0.379,0.0579,0.158,0.0884,90.01100000000001
