id,name,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,genres
50naDXYjnGlLgrE7yUxsok,LISBOA,0.287,0.673,0.809,0.0,6,0.213,-3.426,1,0.0805,91.935,0.514,"['rap canario', 'trap latino', 'urbano latino']"
4z6wo6PJG4Fve45OXK6D9m,Infeliz,0.366,0.713,0.798,4.3e-06,1,0.246,-3.147,1,0.219,176.073,0.721,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino']"
64hAEUVMpHitYxNKAw29cE,derrapa a 180,0.865,0.854,0.633,0.00187,2,0.316,-7.237,0,0.0559,126.978,0.815,[]
0Iozrbed8spxoBnmtBMshO,WANDA,0.249,0.724,0.631,0.0,4,0.213,-4.42,0,0.0686,176.076,0.957,"['rap canario', 'trap latino', 'urbano latino']"
0otoSS2m3QjbDLzsHMobgK,Whiskey y Coco,0.112,0.755,0.768,6.49e-06,8,0.203,-4.032,1,0.145,176.006,0.617,"['reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino']"
3f5lA8nnc4YYF1qf78WpHw,Ella Quiere Beber - Remix,0.265,0.75,0.665,0.0,8,0.0515,-3.083,1,0.124,95.239,0.697,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino', 'bachata', 'latin hip hop', 'latin pop', 'urbano latino']"
7sOfmPd18RWp3FoCzpa7Kw,Soliá,0.117,0.71,0.81,0.000132,2,0.154,-5.507,1,0.0854,92.041,0.184,"['reggaeton', 'trap latino', 'urbano latino']"
0WxhO7pvOWqFJRMBQ3q3B2,Ronca,0.28,0.812,0.595,0.0,1,0.176,-6.478,1,0.133,90.005,0.528,"['reggaeton', 'trap latino', 'urbano latino']"
4SMeOd5Fb7Rp92ODZTWCHV,MUÑECA,0.393,0.729,0.68,0.0,4,0.239,-5.687,1,0.0554,114.928,0.466,"['rap canario', 'trap latino', 'urbano latino']"
1DnLafBecrzsSO4N6e6fMc,Postre,0.546,0.88,0.598,0.0,0,0.106,-5.556,0,0.0907,114.071,0.417,"['reggaeton', 'trap latino', 'urbano latino']"
6WU2eYUtOL91iROonROPyh,Real G,0.148,0.662,0.828,0.0,9,0.423,-5.854,1,0.0821,113.039,0.451,"['neoperreo', 'rap catala', 'rap latina', 'trap catala', 'urbano espanol', 'rap canario', 'trap latino', 'urbano latino']"
3XjvMZqm2AQ8thMCD6w9w2,Mas Rica Que Ayer,0.343,0.818,0.666,0.0,11,0.0922,-5.319,1,0.0759,93.95,0.529,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']"
4QpoPO2Z9xqESwEsfTjaLj,PERO TÚ,0.406,0.867,0.782,0.0,6,0.108,-4.562,1,0.293,139.893,0.685,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino', 'rap canario', 'trap latino', 'urbano latino']"
3xfWkp003WhKYWAk6vO0wv,Sikora,0.0402,0.808,0.816,1.12e-06,2,0.0551,-3.375,1,0.132,122.084,0.722,"['trap latino', 'urbano espanol', 'urbano latino']"
51CGbL9BAw1896waeHoR9w,X19X,0.71,0.596,0.4,0.0,6,0.103,-9.072,0,0.112,171.515,0.083,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
79Mko9WRph1VIsxiUom4zv,Solo $exo,0.543,0.673,0.69,0.000114,1,0.42,-4.557,1,0.0644,123.016,0.47,"['reggaeton', 'trap latino', 'urbano latino']"
188Iohmux4LrDaj6e6eeEx,La Buena Fai,0.116,0.712,0.539,0.0,2,0.219,-5.194,1,0.174,167.764,0.406,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
51FvjPEGKq2zByeeEQ43V9,El Merengue,0.0313,0.775,0.677,0.00517,8,0.112,-4.703,0,0.0442,124.011,0.698,"['brostep', 'edm', 'pop', 'progressive electro house', 'colombian pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
5J0FhGzHv6QjlZTJfZffHb,Ronca,0.137,0.739,0.681,0.0,2,0.411,-5.623,1,0.341,135.18,0.482,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']"
0jeS8PyyIRAG0A3t5DtL71,La Playa,0.108,0.796,0.683,0.0,10,0.107,-2.754,0,0.15,140.108,0.353,"['reggaeton', 'trap latino', 'urbano latino']"
1PtXtGJSDKTkB5urVEZ7rf,Padre Tiempo,0.179,0.614,0.74,0.0,4,0.21,-5.031,0,0.0684,90.044,0.247,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino']"
422ogeWJwcQaKyJhsleacY,Mala Mía Otra Vez,0.0149,0.725,0.7,0.0,5,0.0855,-4.498,0,0.0484,160.978,0.659,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino']"
5GZ4tx6VZxM7V4IQtSJFyx,El Hokage,0.403,0.821,0.594,0.0,2,0.0926,-5.601,1,0.316,126.027,0.369,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino']"
0PB0O24JqAuNdOAFVJljMS,Coco Chanel,0.0427,0.683,0.764,0.0,2,0.0963,-5.995,1,0.0441,149.949,0.137,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino']"
7MVIfkyzuUmQ716j8U7yGR,Rara Vez,0.176,0.838,0.708,0.0,5,0.343,-4.668,0,0.166,119.984,0.96,"['trap argentino', 'trap argentino', 'trap latino']"
3qXZqXGniqNt3PK2CBSZgM,Si La Calle Llama - Remix,0.564,0.469,0.639,0.0,10,0.11,-5.381,0,0.32,172.37,0.534,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino']"
2KcNrONbZ0hvBPjvrDO2tx,ALMAS GEMELAS,0.182,0.793,0.745,0.000189,7,0.293,-4.579,1,0.0571,94.979,0.716,"['reggaeton', 'trap latino', 'urbano latino']"
4qdaqybEKlRHZnI6RoDFmt,EL CALENTÓN,0.568,0.853,0.531,0.0,1,0.123,-6.841,1,0.202,95.018,0.377,"['reggaeton', 'trap latino', 'urbano latino']"
5eimtrBanMuyZdwuhySbA9,Vas a Repetirlo,0.553,0.607,0.714,0.0,8,0.271,-4.664,1,0.137,171.966,0.74,"['rap dominicano', 'reggaeton', 'trap latino', 'urbano latino']"
1EOyHhh5uOwNrDhiUNnH2u,CAMA KING (feat. Chita),0.111,0.714,0.725,0.0,7,0.0892,-5.548,1,0.205,89.972,0.589,"['reggaeton', 'trap latino', 'urbano latino', 'argentine indie', 'r&b argentino', 'r&b en espanol']"
2FabnqpCzc59bbFo5kw4IF,Touch Your Body,0.368,0.747,0.639,0.0,8,0.145,-8.118,0,0.397,97.425,0.322,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino']"
7ffrqpG2Q6FaxtSUhgiLhM,TU REHÉN,0.0734,0.702,0.666,1.69e-05,6,0.182,-4.686,1,0.125,176.18,0.846,"['reggaeton', 'trap latino', 'urbano latino']"
7ABLbnD53cQK00mhcaOUVG,LALA,0.0739,0.708,0.737,0.00162,1,0.0955,-4.045,1,0.0436,91.986,0.607,"['reggaeton', 'trap latino', 'urbano latino']"
2SRiJNA3yILEMOPbETtL6M,VOODOO,0.259,0.585,0.647,0.000134,2,0.239,-5.872,1,0.324,92.887,0.167,"['reggaeton', 'trap latino', 'urbano latino']"
6XSqqQIy7Lm7SnwxS4NrGx,CLASSY 101,0.145,0.859,0.658,0.0,11,0.12,-4.79,1,0.159,100.065,0.672,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino', 'trap latino', 'urbano latino']"
79euszUrA1kga1kK5PRmDo,Cuerpecito,0.0721,0.807,0.762,0.0,8,0.0922,-2.41,1,0.0468,106.004,0.268,"['reggaeton', 'trap latino', 'urbano latino']"
1AOPHC5whvr8K359BZu4kp,Triste Verano,0.212,0.603,0.683,0.0,1,0.119,-5.262,1,0.154,171.873,0.584,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']"
6peVAUzSxDlTigQw5T99O5,RÁPIDO,0.361,0.846,0.552,0.0,5,0.0816,-8.873,1,0.04,105.004,0.396,"['trap latino', 'urbano latino']"
0OqoRBKlvRZarXZqE7AH7z,EL TONTO,0.406,0.801,0.801,0.0,0,0.134,-5.369,1,0.1,110.029,0.663,"['latin viral pop', 'spanish pop', 'rap canario', 'trap latino', 'urbano latino']"
4aJzxp3gimtAdgJn3DL776,Mami Chula,0.215,0.796,0.701,0.0,7,0.0946,-3.599,0,0.0447,119.986,0.325,"['reggaeton', 'trap latino', 'urbano latino', 'rap canario', 'trap latino', 'urbano latino']"
667CH2wRxXnQOfPD1NrlLJ,Chamaquita,0.134,0.686,0.692,0.0,8,0.111,-6.099,0,0.349,179.975,0.83,"['rap canario', 'trap latino', 'urbano latino']"
1iyvRYYAeuJhrsxTsQW9fh,Peso a Peso,0.564,0.469,0.639,0.0,10,0.11,-5.381,0,0.32,172.37,0.534,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino', 'atl hip hop', 'melodic rap', 'rap', 'trap', 'atl hip hop', 'melodic rap', 'plugg', 'rap', 'trap', 'reggaeton', 'trap latino', 'urbano latino']"
7GfQEUSuqYGeY2L0BfVOXM,Si Salimos,0.163,0.669,0.788,0.0,3,0.0426,-5.226,0,0.166,81.032,0.812,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino', 'east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']"
7y2KhPccpkgRSMa3GDXjQq,77,0.126,0.484,0.746,0.0,2,0.2,-5.191,1,0.0528,130.149,0.783,"['corridos tumbados', 'sad sierreno', 'trap boricua', 'trap latino', 'trap triste', 'urbano latino']"
39DjpE7dlItPWZnczSemwj,Como Antes,0.0929,0.491,0.541,0.0109,6,0.179,-7.091,0,0.0817,82.623,0.257,[]
3EVjpHciZevBP1tmcJ9ak9,Andando,0.51,0.813,0.641,3.36e-05,2,0.176,-6.954,1,0.0743,105.061,0.417,"['drill espanol', 'urbano espanol', 'trap boricua', 'trap latino', 'trap triste', 'urbano latino', 'drill espanol']"
63RgY9Eph41dal0MYH4d6V,Donde CRJ - Remix,0.404,0.807,0.688,1.64e-06,0,0.335,-6.459,1,0.131,118.013,0.615,"['trap latino', 'trap latino', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino', 'trap boricua', 'trap latino', 'urbano latino', 'trap boricua', 'trap latino', 'urbano latino']"
7q1KFoWUNYudhKW8RYJFsZ,Mi Nena Remix,0.335,0.767,0.701,0.0,11,0.285,-5.458,0,0.106,125.948,0.675,"['rap canario', 'trap latino', 'urbano espanol', 'rap canario', 'trap latino', 'urbano latino']"
7ro0hRteUMfnOioTFI5TG1,WHERE SHE GOES,0.143,0.652,0.8,0.629,9,0.112,-4.019,0,0.0614,143.978,0.234,"['reggaeton', 'trap latino', 'urbano latino']"
0zY2rypOdM8xmsf4tUyafF,Supernova,0.256,0.725,0.743,0.0,10,0.0934,-4.185,0,0.148,87.979,0.542,"['trap latino', 'urbano espanol', 'urbano latino']"
5elf7rWt5uFffJvluUfwon,HORA CERO,0.0308,0.721,0.486,0.0,1,0.0976,-6.021,1,0.422,110.058,0.612,"['reggaeton', 'trap latino', 'urbano latino']"
6exC3DNfDb9Y8wA2lhnVV8,antes de perderte (OG VERSION),0.154,0.809,0.48,0.0,5,0.174,-7.444,0,0.053,134.02,0.459,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste', 'urbano latino']"
0EhuGnOS6fTc5l5UNtDEH2,POLARIS - Remix,0.153,0.623,0.799,0.0,8,0.365,-4.152,0,0.0713,169.901,0.552,"['trap latino', 'urbano espanol', 'urbano latino', 'rap canario', 'trap latino', 'urbano latino', 'colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino', 'trap latino', 'urbano latino']"
4PA1wK0leCjmRZlP5dQ8Lv,El Cielo,0.0687,0.715,0.642,0.0,10,0.0997,-7.492,0,0.0515,105.964,0.169,"['urbano latino', 'colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino']"
1p01JS6Kpbwvizl2VXjkbZ,Baby Schai,0.32,0.627,0.646,0.0,8,0.0865,-7.953,1,0.262,141.921,0.487,"['trap boricua', 'trap latino', 'urbano latino']"
2PFPDjSJpeZE889648rbUP,FANTASMA | AVC,0.0338,0.482,0.791,0.0,1,0.0985,-2.686,1,0.098,98.986,0.588,"['pop reggaeton', 'reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino']"
1YUTTfAThKaxEYP9Zfv21V,11 Y ONCE,0.0292,0.788,0.778,2.43e-05,8,0.0452,-2.17,0,0.0329,121.976,0.646,"['pop reggaeton', 'reggaeton', 'trap latino', 'urbano latino', 'panamanian pop', 'reggaeton', 'trap latino', 'urbano latino', 'indie electronica']"
1ncGbGufa7aUaJ5zC4YP3y,VOLVER,0.0306,0.745,0.887,0.00224,11,0.245,-2.75,0,0.0437,155.041,0.722,"['pop reggaeton', 'reggaeton', 'trap latino', 'urbano latino', 'brostep', 'complextro', 'edm', 'electro', 'pop dance', 'electronica', 'folktronica', 'indietronica', 'intelligent dance music', 'trip hop', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']"
7z3rdMzhY122waIpkSsE7P,si preguntas por mi,0.441,0.593,0.717,8.72e-05,7,0.218,-3.924,0,0.0472,99.966,0.307,"['pop reggaeton', 'reggaeton', 'trap latino', 'urbano latino', 'trap boricua', 'trap latino', 'urbano latino', 'urbano espanol']"
4eMKD8MRroxCqugpsxCCNb,MOJABI GHOST,0.142,0.805,0.707,3.71e-05,6,0.563,-3.758,0,0.0353,122.014,0.744,"['pop reggaeton', 'reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino']"
1fFB8ahI0ZwU3X9mimCpjb,EN VISTO,0.276,0.49,0.602,0.000217,4,0.11,-5.329,0,0.0635,93.217,0.505,"['pop reggaeton', 'reggaeton', 'trap latino', 'urbano latino', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']"
6XbtvPmIpyCbjuT0e8cQtp,Columbia,0.369,0.668,0.712,2.13e-05,5,0.108,-5.927,1,0.0381,100.02,0.264,"['rap canario', 'trap latino', 'urbano latino']"
1Hs1uUl8o2VtDp1DABFq0O,Los del Espacio,0.107,0.813,0.682,0.0,0,0.108,-3.598,1,0.0402,120.011,0.634,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste', 'urbano latino', 'trap argentino', 'trap latino', 'urbano latino', 'pop argentino', 'argentine hip hop', 'trap argentino', 'trap latino', 'trap triste', 'urbano latino', 'pop argentino', 'trap argentino', 'trap triste', 'trap argentino', 'trap argentino', 'trap triste']"
3Gs7mVfWKl567mjozgxmXv,Niña Bonita,0.104,0.823,0.615,0.0,7,0.104,-4.19,1,0.147,90.952,0.47,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino', 'dance pop', 'dancehall', 'pop', 'pop rap']"
5uxIvoAHL2QOnRP2olOxzb,Cafe Malibú,0.0531,0.657,0.797,0.0,6,0.0794,-5.043,1,0.0475,130.016,0.525,"['panamanian pop', 'reggaeton', 'trap latino', 'urbano latino', 'trap latino', 'urbano latino', 'trap latino', 'urbano espanol', 'urbano latino']"
5SMNzC4twfxy9c9JVlwfCZ,Sur y Norte,0.304,0.741,0.548,0.0,7,0.0832,-4.938,0,0.153,87.148,0.285,"['reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']"
7aprD0hcQ0dr3efnJCrJI5,Otra Vibra,0.0901,0.663,0.71,0.0,4,0.177,-4.815,0,0.255,174.091,0.724,"['trap latino', 'urbano latino', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']"
5qP24CrDI0rmY5zwRvUfzU,AHORA QUÉ,0.212,0.447,0.765,0.0,2,0.128,-5.457,0,0.0943,101.545,0.542,"['rap canario', 'trap latino', 'urbano latino']"
18W8cuvcub2B9NQzm5rZxf,A 300,0.0927,0.792,0.725,0.0,1,0.0702,-5.821,0,0.171,138.867,0.68,[]
57mxKzlcRGGZKLlVVDpztL,Bajo El Sol,0.227,0.745,0.59,0.0,0,0.108,-3.278,1,0.0966,95.978,0.263,"['reggaeton', 'trap latino', 'urbano latino']"
3b6waQzXeYty0R6EDAv0po,BESOS (with Kidd Keo & Neelo),0.568,0.806,0.578,0.0,6,0.165,-6.188,0,0.191,143.054,0.769,"['urbano espanol', 'drill espanol', 'trap latino', 'trap triste', 'urbano espanol', 'urbano latino']"
3pQr8EhSzvKN3ZZlaL4Pae,PÓLVORA,0.463,0.765,0.628,0.0,0,0.0798,-6.385,1,0.0505,91.95,0.686,"['trap latino', 'urbano latino', 'latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']"
0QRHOAeU8JRaVVn3UoZBih,REINA,0.632,0.724,0.578,1.06e-06,10,0.0943,-7.117,1,0.0819,167.985,0.757,"['trap latino', 'urbano latino', 'trap latino', 'urbano espanol', 'urbano latino']"
6XjsXIb1DUhsmhflFAODv3,DIAMONDS,0.513,0.658,0.66,0.0,2,0.11,-6.076,1,0.0926,93.11,0.383,"['trap latino', 'urbano latino', 'trap latino', 'urbano latino']"
5ER5Fr1Cv7N3chJhAapt66,Celine (with Kidd Keo),0.415,0.778,0.503,0.0,5,0.108,-7.772,0,0.218,146.125,0.517,"['cloud rap francais', 'drill espanol', 'trap latino', 'trap triste', 'urbano espanol', 'urbano latino']"
0sfk352FO8bJUjWjIsyzSR,DONDE SE APRENDE A QUERER?,0.555,0.722,0.519,0.0,8,0.118,-10.142,1,0.297,170.058,0.779,"['trap latino', 'urbano latino']"
2v1EKQQn4UYC6qB13Vphaf,FANTASÍAS,0.348,0.746,0.777,1.46e-05,5,0.0932,-5.818,0,0.0565,129.862,0.757,"['trap latino', 'urbano latino']"
7h3mCPlHYCPuSG93s7M3Xt,MEDIA LUNA,0.808,0.603,0.358,0.0,6,0.0801,-9.972,0,0.0284,95.833,0.427,"['trap latino', 'urbano latino']"
2tAwNLAIBtgXdzQOtVq6mL,PIDE,0.275,0.703,0.486,0.0,8,0.102,-7.611,1,0.164,79.804,0.629,"['trap latino', 'urbano latino', 'rap boricua']"
0FCiBGB36gPUW49xuoZYJm,CÓRCEGA,0.644,0.685,0.616,0.0,7,0.183,-7.518,0,0.0719,173.961,0.356,"['trap latino', 'urbano latino', 'trap boricua', 'urbano latino']"
23C2i2qqji3jvXhCn6W9Hd,HITMARKERS,0.76,0.852,0.437,0.0,6,0.189,-8.204,0,0.0982,99.99,0.851,['rap espanol']
6ZprqcYFC6D9eIZaCoqrSn,Gently (feat. Bad Bunny),0.0479,0.868,0.407,0.000111,10,0.139,-7.735,1,0.295,107.524,0.255,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'reggaeton', 'trap latino', 'urbano latino']"
1YnChEM51BVZ5dRhbVFEMl,SEDA,0.268,0.706,0.566,1.02e-06,6,0.111,-6.441,0,0.126,125.876,0.23,"['reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']"
4qSEvFGCpde73gqIuq3sho,HIBIKI,0.604,0.801,0.645,0.0,6,0.118,-5.605,0,0.0706,119.935,0.528,"['reggaeton', 'trap latino', 'urbano latino', 'trap latino', 'urbano latino']"
3nNmRE0DxHC6ZaKkrpUumS,FINA,0.0869,0.847,0.724,1.11e-06,1,0.118,-5.41,1,0.298,94.601,0.396,"['reggaeton', 'trap latino', 'urbano latino', 'trap latino', 'urbano latino']"
7ucEkWU0SVy0XFdfXESgfY,LOS PITS,0.442,0.751,0.669,2.11e-06,7,0.15,-5.367,1,0.445,93.705,0.69,"['reggaeton', 'trap latino', 'urbano latino']"
1fHqnN13pBBGI2D19zpvS5,BUENOS AIRES,0.0642,0.803,0.673,0.0,10,0.155,-3.674,1,0.0436,105.013,0.305,"['pop reggaeton', 'reggaeton', 'trap latino', 'urbano latino', 'trap latino', 'urbano latino', 'reggaeton', 'urbano latino']"
4M6xyu1AHnaWAN8lHMNeo0,Volando,0.0577,0.751,0.595,0.0,6,0.0828,-7.794,1,0.187,154.012,0.776,"['trap latino', 'urbano latino']"
6gMj2DzKR2PjrrbNSwcGFR,OA,0.17,0.813,0.866,0.0,7,0.0421,-3.239,1,0.0851,99.994,0.647,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino', 'rap canario', 'trap latino', 'urbano latino', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']"
76X0sg9YMAfH6P38NMUp6O,THROWBACK,0.789,0.799,0.552,0.0,0,0.115,-9.159,0,0.172,92.035,0.402,"['reggaeton', 'trap latino', 'urbano latino']"
7eNwwoxDR8KVzNAuGvliAO,Kyoto,0.235,0.732,0.753,1.74e-05,9,0.568,-4.269,0,0.0512,94.978,0.405,"['trap boricua', 'trap latino', 'urbano latino', 'latin pop', 'trap latino', 'urbano latino']"
00GbPd84bEyYS477RSymJW,Tanta Falta,0.135,0.856,0.728,1e-06,7,0.2,-3.497,1,0.0916,89.999,0.797,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']"
3g2RD6dtT7Qv45rYw7DNWl,EN EL CARRO,0.285,0.878,0.617,0.0,6,0.145,-5.75,1,0.083,119.988,0.409,"['reggaeton', 'trap latino', 'urbano latino']"
1KbFziNo8RnpSxKlKcE69S,HOROSCOPO,0.172,0.791,0.742,1.68e-06,7,0.295,-4.047,1,0.0579,88.99,0.661,"['reggaeton', 'trap latino', 'urbano latino']"
2z4VnJFbQlLm3bQVDJWfpo,DISCO SUBTERRANEA,0.247,0.719,0.712,0.0,5,0.115,-3.678,1,0.0739,160.142,0.784,"['reggaeton', 'trap latino', 'urbano latino']"
5bmSver2b3ZXyuyLKtgnFI,BAD CON NICKY,0.321,0.59,0.729,0.0,7,0.659,-4.95,0,0.0893,93.094,0.712,"['reggaeton', 'trap latino', 'urbano latino', 'latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']"
5WwBpc6NYJ4wN8IPDP6laT,ALOHA,0.18,0.763,0.749,0.00688,1,0.204,-4.123,1,0.106,168.003,0.859,"['reggaeton', 'trap latino', 'urbano latino']"
3pm4XtcsRIFFtH2UErk62R,CANCIÓN CON YANDEL,0.447,0.75,0.741,0.0,9,0.121,-4.43,1,0.402,79.968,0.495,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino']"
3j5zNcb0aSk7dx3W3mAKzw,Pa Ti Estoy,0.147,0.785,0.812,0.0,3,0.107,-3.174,1,0.0644,162.087,0.903,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino']"
4GweKptyaACFEzICVHF0Tw,ESENCIA,0.285,0.493,0.63,3.56e-06,5,0.138,-5.377,0,0.262,179.903,0.225,"['reggaeton', 'trap latino', 'urbano latino']"
4lzxJ4jCuFDXXGkE1LmpKR,Verte Ir,0.391,0.857,0.647,1.2e-06,11,0.0842,-4.152,0,0.0984,95.982,0.553,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino', 'latin hip hop', 'reggaeton', 'trap latino', 'urbano latino', 'latin hip hop', 'reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino']"
