id,name,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,genres
2z9YkcLojiOE7Eu2p9lPZR,Normal,0.0397,0.712,0.557,0.0,4,0.27,-4.861,0,0.115,170.079,0.594,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
6ipzb1kHhWIxp1tS0vwqPl,Ferxxo 100,0.252,0.701,0.568,0.0,8,0.153,-3.389,0,0.067,164.062,0.577,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
4srcMdbm2qzVG98tJajHxp,Pantysito,0.136,0.83,0.739,2.11e-06,7,0.162,-5.395,0,0.0627,97.993,0.631,"['reggaeton', 'trap latino', 'urbano latino', 'colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino', 'urbano latino']"
1m69ELEgE6k5ZWsap40ozt,Se Preparó,0.222,0.739,0.821,9.6e-06,1,0.311,-4.233,1,0.0852,171.077,0.693,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']"
5EId1m4DNwTf3at31w8bPJ,El Farsante,0.2,0.735,0.703,0.0,6,0.259,-4.249,1,0.0611,120.007,0.323,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']"
0ulsRBiciReng91DhfVT9D,Bebé,0.579,0.72,0.82,0.000171,9,0.18,-5.821,1,0.113,169.758,0.533,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']"
48zFZh27QU5qsrBjn4C2FA,Vaina Loca,0.315,0.754,0.805,0.0,6,0.203,-4.249,1,0.0752,93.982,0.555,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino', 'colombian pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
5uvucCRBTkxv7VxIDLOqe7,Devuelveme,0.554,0.744,0.769,6.96e-06,11,0.102,-4.112,1,0.156,175.999,0.784,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']"
1h9P5WJwyvK8OB7O2YiXgp,Ibiza,0.25,0.69,0.71,0.0,5,0.108,-5.144,1,0.335,192.068,0.726,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino', 'bachata', 'latin hip hop', 'latin pop', 'urbano latino']"
5Sv1rKKMX1yl9kfJ2HTluk,Unica - Remix,0.121,0.637,0.868,0.0,9,0.533,-3.19,0,0.0571,174.105,0.682,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino', 'reggaeton', 'urbano latino', 'latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']"
2TQTZ2TSAO5eGgkCtjxjrt,Ahora Dice - Real Hasta La Muerte Remix,0.273,0.766,0.677,0.0,1,0.14,-5.675,1,0.224,143.946,0.59,"['reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino', 'pop', 'rap', 'atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap', 'latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']"
73O30uMI7n6DuzBmbtO7kC,Antes,0.046,0.817,0.737,1.57e-05,6,0.092,-5.453,0,0.102,93.985,0.67,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']"
7m6aTkKrrPHAZ4fGnksoda,Nena Buena,0.463,0.801,0.707,3.98e-06,4,0.249,-4.508,1,0.0894,92.0,0.772,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']"
14Ub5CX67F4si1R5UJxM43,Nunca,0.107,0.702,0.591,6.81e-06,5,0.0936,-6.741,0,0.103,170.042,0.583,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']"
2nVOSrxGjCqblT9CKqEMHi,Municiones,0.156,0.848,0.537,0.0,8,0.12,-6.245,0,0.0343,93.978,0.929,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']"
0jYLYhbDoceMWHWwwvYpVv,Na' Nuevo,0.384,0.796,0.625,0.00778,5,0.101,-6.224,0,0.262,150.021,0.561,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']"
0FDMH2ahuIVzCybwHJK9zh,Quiere Beber,0.372,0.773,0.57,0.00524,8,0.108,-3.482,1,0.113,95.038,0.772,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']"
4CbANooTL2aTHzJZqQ0Uvk,Hipócrita,0.303,0.79,0.858,0.0,2,0.61,-2.78,1,0.0471,92.05,0.79,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino', 'reggaeton', 'urbano latino']"
6zw6EBrOdGTbKzC0djTOlD,Bandolera,0.499,0.693,0.752,2.66e-05,9,0.123,-4.108,1,0.0729,185.996,0.796,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']"
33Xd0gRmLMzStrrWccKwuH,Pensando en Ti,0.37,0.805,0.833,0.0,6,0.0887,-3.723,1,0.0629,93.983,0.828,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino', 'reggaeton', 'urbano latino']"
5P8TXlZCMwru6DaMsIbbO3,Brindemos,0.308,0.812,0.66,0.0,6,0.0617,-3.353,0,0.0854,140.048,0.358,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']"
7nusMe2WRMNH3szeIOaAWD,Naturaleza,0.642,0.564,0.726,3.2e-05,10,0.0941,-4.89,1,0.15,195.989,0.598,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']"
6DoL1yYIwEW7VZMRaJhoJI,La Llevo Al Cielo (Ft. Ñengo Flow),0.105,0.795,0.845,1.14e-05,9,0.172,-3.809,0,0.135,170.023,0.769,"['reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino']"
5q2JbCNi4FcnglgPfxcV65,Sola (Remix),0.27,0.639,0.869,0.0,11,0.0802,-4.024,1,0.147,169.801,0.767,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino', 'latin hip hop', 'reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'urbano latino']"
3JCaq3KDSROg3TXhdiDa9n,Ley Seca,0.101,0.759,0.842,0.0,8,0.134,-3.758,1,0.096,105.059,0.584,"['reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']"
7k3qWn8D43a5ISa3x8lJux,¿Qué Nos Pasó?,0.436,0.703,0.694,5.8e-06,3,0.12,-4.808,0,0.0607,95.0,0.298,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']"
6yVkakCN460KOVol9ZazjH,Reggaetonera,0.48,0.694,0.796,0.000384,6,0.108,-4.164,1,0.0565,93.064,0.515,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']"
7KKh0ujp8agIiCrkiJhf81,Jangueo,0.396,0.863,0.728,9.14e-06,7,0.0902,-2.954,1,0.0586,93.035,0.649,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino', 'latin hip hop', 'rap boricua', 'reggaeton', 'trap latino', 'urbano latino']"
06s3QtMJVXw1AJX3UfvZG1,Hasta Que Dios Diga,0.464,0.691,0.765,3.29e-06,8,0.203,-4.727,1,0.111,174.021,0.855,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino']"
7mcdgAXmb35dakBnfDIv3q,Narcos,0.347,0.614,0.746,1.43e-05,10,0.0874,-3.527,0,0.196,168.072,0.601,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']"
4mbb7hmfDR6M9cQaLdYSFd,Ferrari,0.575,0.842,0.732,0.0,7,0.176,-4.811,0,0.149,140.074,0.629,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino', 'hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
7kOf0qHO4Rcwk6QJifZDRJ,El Manual,0.35,0.843,0.845,0.00168,0,0.0527,-2.344,1,0.0503,126.989,0.898,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']"
0YbXuCsQwrsh5x0hgnED6z,Antes y Después,0.171,0.732,0.634,0.0,1,0.204,-5.587,1,0.36,173.886,0.533,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino', 'latin hip hop', 'reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino']"
6NfC2FKfsfzuLIF4lThw0A,Así Soy Yo,0.445,0.732,0.807,0.00152,10,0.0975,-3.424,0,0.116,176.026,0.724,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino']"
6cyH3OGfKQBevSYxJFIUCx,El Problema,0.531,0.677,0.651,3.8e-05,5,0.0956,-5.7,0,0.0559,171.893,0.543,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']"
4HKYplESyMVVTmORSeQg8S,Nubes Negras,0.34,0.766,0.545,0.0,9,0.1,-5.195,1,0.0737,94.07,0.428,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']"
2L6YJ2mSyqStxQX4OjUOon,Tocándote,0.698,0.815,0.665,0.0,0,0.121,-4.348,0,0.164,96.229,0.522,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']"
0KkIkfsLEJbrcIhYsCL7L5,China,0.0846,0.786,0.808,0.000289,7,0.0822,-3.702,1,0.0881,105.029,0.608,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino', 'latin hip hop', 'reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
0x4Kmsd1YLB9emO8thJ62U,Llorando en un Ferrari,0.00967,0.761,0.876,0.00444,6,0.103,-5.705,0,0.0658,121.032,0.352,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']"
16RRpUyUDjkIept8AymRiL,Dictadura,0.432,0.773,0.667,0.00212,1,0.0991,-5.577,0,0.0977,94.983,0.488,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']"
3xv8JksRyqHa1lwkM9xvJf,Súbelo,0.17,0.625,0.754,3.76e-05,6,0.109,-4.158,0,0.076,89.888,0.746,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino']"
5W83ErFkO3aKAIS1WMi6u0,Secreto,0.602,0.807,0.803,0.00853,11,0.136,-4.156,1,0.126,91.987,0.706,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
7jy9wZZTgxlwnXJLMWVegl,ORO ROSADO,0.538,0.495,0.705,0.0,9,0.123,-4.097,1,0.153,86.078,0.745,"['trap latino', 'urbano latino']"
2hLXUbsOU9cDb9RFva9FYr,MEMORIAS,0.389,0.771,0.707,0.0,2,0.0745,-6.404,0,0.055,127.963,0.317,"['trap latino', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino']"
3mEoWn2r5tobVKgV0UP4Ck,LINDOR,0.572,0.786,0.746,0.0,10,0.0945,-5.142,0,0.0912,91.939,0.811,"['trap latino', 'urbano latino']"
5jt25aFjW2kNoBqaEVaz5W,LA INOCENTE,0.307,0.757,0.789,0.0,5,0.0717,-3.46,0,0.0583,91.911,0.464,"['trap latino', 'urbano latino', 'colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
1Y62KpDaP5MEL43ZcI6IaG,SIN SEÑAL,0.333,0.822,0.851,0.00792,11,0.105,-3.314,0,0.0422,117.992,0.749,"['rap canario', 'trap latino', 'urbano latino', 'colombian pop', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52",0.0125,0.621,0.782,0.033,2,0.23,-5.548,1,0.044,128.033,0.55,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino', 'rap canario', 'trap latino', 'urbano latino']"
1ro4AY6oyquzrTR8ZylO72,No Puedo Responder,0.167,0.656,0.681,0.0,7,0.2,-5.117,0,0.0404,118.011,0.522,"['flamenco urbano', 'rap espanol']"
63ZedTAVRCICh2CNLWnsPZ,Sigue,0.611,0.682,0.708,0.0328,6,0.0955,-5.597,0,0.165,122.053,0.594,"['drill espanol', 'drill espanol', 'urbano espanol']"
44aqOr4450KjyEZuW9Ekpm,A Escondidas,0.544,0.785,0.427,7e-05,3,0.132,-10.705,1,0.187,98.017,0.587,"['urbano espanol', 'drill espanol', 'urbano espanol']"
7vhIpemqMF1mcNWdTNDfjF,Paz Mental,0.327,0.6,0.819,0.0,0,0.173,-4.146,1,0.323,83.387,0.522,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino']"
0MEZYGMSPxNwUO4nAdQRBW,Hola Como Vas,0.689,0.729,0.596,0.000181,6,0.065,-7.523,1,0.24,185.984,0.781,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino']"
1VD40ZbdHESsUa7BdTLIzX,Vida Buena,0.14,0.763,0.642,8.76e-06,1,0.122,-5.21,1,0.0654,155.987,0.465,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino']"
24UGLsGfKHgQhGviBrbDdl,Hielo,0.433,0.694,0.638,0.0,4,0.0879,-7.088,0,0.0597,164.92,0.622,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino']"
1F205Nl2feOSYSztLNOJAL,3 Am,0.413,0.852,0.613,0.000201,9,0.123,-5.261,1,0.108,89.951,0.576,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino']"
6MKxukLfTyhLpk94EgvHHv,Mala Mia,0.307,0.732,0.73,0.0,0,0.109,-5.895,0,0.104,172.039,0.351,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino']"
2oJ1QO7pGqUk1mOCPZh4W4,4 Am,0.123,0.734,0.704,0.0,6,0.243,-4.991,0,0.0451,132.989,0.339,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino']"
5RubKOuDoPn5Kj5TLVxSxY,TE MUDASTE,0.234,0.811,0.637,0.000572,10,0.118,-4.835,0,0.0591,92.025,0.471,"['reggaeton', 'trap latino', 'urbano latino']"
2XIc1pqjXV3Cr2BQUGNBck,LA NOCHE DE ANOCHE,0.0303,0.856,0.618,0.0,7,0.0866,-4.892,1,0.286,81.993,0.391,"['reggaeton', 'trap latino', 'urbano latino', 'pop', 'r&b en espanol']"
4MzXwWMhyBbmu6hOcLVD49,DÁKITI,0.401,0.731,0.573,5.22e-05,4,0.113,-10.059,0,0.0544,109.928,0.145,"['reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino']"
3LtpKP5abr2qqjunvjlX5i,Doja,0.38,0.911,0.573,0.0,6,0.403,-7.43,1,0.288,140.04,0.972,"['melodic drill', 'r&drill']"
2tFwfmceQa1Y6nRPhYbEtC,CÓMO SE SIENTE - Remix,0.0946,0.807,0.606,0.0,3,0.119,-8.871,0,0.088,92.988,0.304,"['reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino']"
1Sym1HsTqsa2pYKhYL1j15,Me Gustas Natural,0.859,0.721,0.426,0.000216,0,0.111,-7.473,0,0.11,127.083,0.451,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino', 'r&b en espanol', 'spanish hip hop', 'trap latino', 'urbano espanol', 'urbano latino']"
3yaBstYCoYIfiQbAxTAxcT,Nena Buena,0.333,0.705,0.703,1.67e-06,6,0.201,-6.323,0,0.06,88.922,0.144,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']"
7vaKZW45LNtK0H5JD0yHBu,Mala Mia 2,0.208,0.554,0.678,5.4e-05,1,0.0967,-6.217,1,0.149,76.761,0.285,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino']"
4ValVjUZweYXAnu3444wFa,Sauce Boy Freestyle 4,0.718,0.667,0.643,0.0,1,0.104,-5.163,1,0.106,126.489,0.78,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino']"
13cGjndWM6OeicNbnIvHVd,Ele Uve,0.0548,0.837,0.562,0.0,11,0.148,-7.796,0,0.0575,105.989,0.658,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino']"
5OzMmatkS1Z8wEuMvULz2D,Sin Ti,0.304,0.864,0.719,2.85e-05,2,0.0717,-4.077,1,0.162,91.01,0.765,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino']"
1KALUbjXvefSgNhTYJHZZt,Si Tu Te Vas,0.465,0.88,0.489,0.0,5,0.0781,-10.386,0,0.134,99.014,0.589,"['spanish hip hop', 'urbano espanol']"
64ln35m2tID74KCqRxY1HD,5 AM,0.28,0.863,0.57,0.0,7,0.0843,-10.055,1,0.254,118.026,0.514,"['rap espanol', 'spanish hip hop', 'urbano espanol']"
1dMbxQ7kEizwy4C5aDJADA,Y Salió Hasta el Sol,0.388,0.77,0.519,0.0,1,0.11,-8.505,0,0.307,110.927,0.66,"['rap espanol', 'spanish hip hop', 'urbano espanol']"
4IdiX0FgOAXPWmttNL8JHw,Que Habilidad,0.325,0.521,0.451,4.77e-06,5,0.106,-12.093,0,0.0466,107.977,0.513,"['trap latino', 'urbano latino']"
49ev1nUTrNxbjm04jaoL5Z,Antes de Perderte,0.487,0.812,0.925,0.0,5,0.115,-3.092,0,0.113,110.031,0.614,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste', 'urbano latino']"
03a359wbiUsjN9h6yzXvmS,She Don't Give a Fo,0.345,0.854,0.556,0.0,1,0.165,-4.49,1,0.14,119.938,0.342,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste', 'urbano latino', 'argentine hip hop', 'trap argentino', 'trap latino', 'trap triste', 'urbano latino']"
1GYJpuLq41vEVKXiHGEY9j,como si no importara,0.467,0.843,0.534,0.0,1,0.0984,-6.658,0,0.142,94.984,0.528,"['pop argentino', 'argentine hip hop', 'trap argentino', 'trap latino', 'trap triste', 'urbano latino']"
6KEb17S00Inf0v1qYDgUAj,Malbec,0.574,0.705,0.692,0.0,9,0.13,-6.476,0,0.0357,122.991,0.444,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste', 'urbano latino', 'argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']"
0TkIQ2I48rz4kpk1XpfyHq,Mi Luz (ft. Rels B),0.509,0.705,0.526,0.000106,6,0.0742,-6.359,1,0.327,200.031,0.671,"['drill espanol', 'flamenco urbano', 'urbano espanol', 'urbano latino', 'r&b en espanol', 'spanish hip hop', 'trap latino', 'urbano espanol', 'urbano latino']"
4FjkjrvfbB3C4eUqWlw3vB,Mami,0.497,0.707,0.572,4.06e-06,1,0.126,-5.378,1,0.157,98.003,0.456,"['drill espanol', 'flamenco urbano', 'urbano espanol', 'urbano latino']"
6stWVqWxtPPednHy1mzoOz,Tigini (Remix),0.377,0.782,0.655,0.00134,6,0.0749,-5.971,0,0.0566,135.018,0.662,"['drill espanol', 'flamenco urbano', 'urbano espanol', 'urbano latino', 'rap ivoire']"
2uu2aGqA2UblCg581Q7l1g,Caramelo - Remix,0.062,0.754,0.796,8.6e-05,3,0.204,-3.743,0,0.139,168.045,0.62,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino']"
3wlX0yg6NRMDPwOvdPmuLn,7 Lágrimas - Remix,0.133,0.697,0.567,0.0,7,0.113,-5.835,0,0.0825,151.965,0.467,"['rap conciencia', 'spanish hip hop', 'trap latino', 'urbano latino']"
0TUW9faHNaBmi89wsYGp9y,Mamichula - con Nicki Nicole,0.582,0.696,0.678,2.22e-06,4,0.134,-5.893,0,0.0735,91.985,0.346,"['argentine hip hop', 'bases de freestyle', 'trap argentino', 'trap latino', 'urbano latino', 'argentine hip hop', 'r&b argentino', 'trap argentino', 'trap latino', 'urbano latino', 'argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino', 'trap argentino']"
5NtIprYDaflAuu3Pko0rjR,DANCE CRIP,0.108,0.857,0.766,0.0,0,0.0817,-3.699,1,0.0978,106.024,0.864,"['argentine hip hop', 'bases de freestyle', 'trap argentino', 'trap latino', 'urbano latino']"
5ildQOEKmJuWGl2vRkFdYc,DESPECHÁ,0.184,0.919,0.623,1.63e-05,7,0.0609,-6.521,1,0.0992,130.037,0.775,"['pop', 'r&b en espanol']"
4vCAzANUWDE24URV6wQ4ra,Otra Noche en Miami,0.197,0.514,0.646,2.3e-05,1,0.0958,-8.833,1,0.275,88.661,0.297,"['reggaeton', 'trap latino', 'urbano latino']"
4bTZeO72FwMa6wKOiqoynL,Otro Trago - Remix,0.0711,0.725,0.79,1.14e-06,0,0.0602,-2.331,1,0.197,175.988,0.763,"['panamanian pop', 'reggaeton', 'trap latino', 'urbano latino', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino', 'latin hip hop', 'reggaeton', 'trap latino', 'urbano latino', 'latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']"
4HYDUMY0xSpeBr0AMY9cUz,La Curiosidad,0.269,0.845,0.677,0.000917,11,0.108,-4.798,0,0.136,90.013,0.68,"['reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino']"
6c32C8T3KlXrbvWSoD5aON,EXPERIMENTO,0.0828,0.805,0.806,0.0,6,0.156,-3.589,0,0.0393,110.042,0.682,"['reggaeton', 'trap latino', 'urbano latino']"
7xX3wvvcZvxGCa06KlgTCp,Tú,0.258,0.805,0.744,1.4e-05,5,0.277,-5.627,0,0.149,123.999,0.825,"['reggaeton', 'trap latino', 'urbano latino']"
1Q5veUVWf7OT9xjh1PZKOw,Funeral,0.537,0.801,0.652,0.0127,10,0.126,-3.884,0,0.0999,175.926,0.82,"['reggaeton', 'trap latino', 'urbano latino']"
43NqTeL8pgBxKHPMiJKUP5,Girl,0.0325,0.733,0.708,0.000327,6,0.324,-4.957,1,0.0937,93.021,0.694,"['reggaeton', 'trap latino', 'urbano latino']"
5RClLxkUvnMWFUQ3VAQEHj,Relación Rota,0.544,0.788,0.731,6.8e-05,6,0.286,-5.163,0,0.144,160.147,0.829,"['reggaeton', 'trap latino', 'urbano latino']"
19OXtYzrJyCrQvTbfukt4H,Madrid (feat. Myke Towers),0.239,0.764,0.741,0.0,9,0.107,-3.617,1,0.101,170.081,0.802,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino']"
4KXtFUFmPObTROXShFLHZX,"Ajena (with Myke Towers, Dylan Fuentes)",0.271,0.701,0.604,1.41e-06,0,0.104,-5.381,0,0.445,195.801,0.718,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino', 'reggaeton colombiano']"
4MWb6mltydQn84NrTm7Gpl,Dime Cuantas Veces (Remix) [feat. Justin Quiles],0.201,0.911,0.632,9.26e-06,1,0.0791,-2.94,1,0.118,99.988,0.832,"['trap latino', 'trap venezolano', 'urbano latino', 'venezuelan hip hop', 'r&b en espanol', 'spanish hip hop', 'trap latino', 'urbano espanol', 'urbano latino', 'reggaeton', 'trap argentino', 'trap latino', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino']"
3oCghu20Kto5Xcu8Pg0cit,"Elegí (feat. Farruko, Anuel AA, Sech, Dímelo Flow & Justin Quiles) - Remix",0.16,0.788,0.629,0.000828,0,0.0598,-4.727,1,0.0883,172.044,0.738,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino', 'r&b en espanol', 'reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'trap argentino', 'trap latino', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino', 'panamanian pop', 'reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'reggaeton flow', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino']"
41oY4WCTj5kccfesTVFnvN,Tarot,0.0225,0.795,0.684,0.0,11,0.658,-3.971,0,0.0419,114.011,0.419,"['reggaeton', 'trap latino', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino']"
5lFSvyRAeG0asgqBuM5MQW,Ella,0.618,0.823,0.717,0.000911,2,0.284,-7.979,1,0.0446,114.029,0.706,['drill espanol']
0GmiGIxXDNrePrHBpijYDp,Sigue Bailandome,0.282,0.799,0.69,0.001,7,0.143,-7.252,1,0.1,106.034,0.682,"['reggaeton flow', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino', 'trap boricua', 'trap latino', 'trap triste', 'urbano latino', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino', 'reggaeton', 'trap latino', 'urbano latino']"
5SuAVjvO7r7n0v6ctuJ4L6,Normal que se lo crea (feat. Keen Levy),0.0368,0.659,0.771,0.0,2,0.0642,-5.583,1,0.116,196.033,0.679,"['flamenco urbano', 'pop flamenco', 'flamenco urbano', 'pop flamenco', 'urbano espanol', 'drill espanol', 'flamenco urbano', 'urbano espanol', 'urbano latino', 'flamenco urbano', 'pop flamenco']"
7kN7u1ZDOrNBKcEEGwGeDY,Suelta,0.628,0.859,0.553,0.00011,9,0.109,-5.726,0,0.0456,122.048,0.338,"['reggaeton', 'trap latino', 'urbano latino', 'trap latino', 'urbano latino']"
3t2ANh6j5JnTCDkVRBsukB,badtrip :(,0.2,0.704,0.489,0.000135,1,0.0574,-7.437,0,0.0959,119.082,0.343,"['trap latino', 'urbano latino']"
6XHBJ1LSOcVINYXAAd6KIH,2010,0.14,0.755,0.698,0.0,10,0.12,-5.554,1,0.106,176.022,0.678,"['trap latino', 'urbano latino']"
3cR23eAZcjukbKtb9knlL4,ROBERT DE NIRO,0.255,0.548,0.688,0.0,10,0.169,-6.016,0,0.34,180.298,0.502,"['trap latino', 'urbano latino']"
